name,mission,habitability_class,pl_rade,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,stellar_type,hz_position,n_imputed
K00752.01,kepler,NON_HABITABLE,2.26,793.0,93.59,9.48803557,0.0853,0.0,5455.0,0.927,0.919,0.6855406284862429,G,-1.1679530439977164,1
K00752.02,kepler,NON_HABITABLE,2.83,443.0,9.11,54.4183827,0.2734,0.0,5455.0,0.927,0.919,0.6855406284862429,G,-0.8548418971836359,1
K00753.01,kepler,NON_HABITABLE,14.6,638.0,39.3,19.89913995,0.1419,0.0,5853.0,0.868,0.961,0.796614591599909,G,-1.0908220708937402,1
K00755.01,kepler,NON_HABITABLE,2.75,1406.0,926.16,2.525591777,0.0374,0.0,6031.0,1.046,1.095,1.3041135077208115,F,-1.2648055882471536,1
K00756.01,kepler,NON_HABITABLE,3.9,835.0,114.81,11.09432054,0.0992,0.0,6046.0,0.972,1.053,1.137364874046011,F,-1.1817433509262805,1
K00756.02,kepler,NON_HABITABLE,2.77,1160.0,427.65,4.13443512,0.0514,0.0,6046.0,0.972,1.053,1.137364874046011,F,-1.2435171517261379,1
K00756.03,kepler,NON_HABITABLE,1.59,1360.0,807.74,2.56658897,0.0374,0.0,6046.0,0.972,1.053,1.137364874046011,F,-1.2616098967302802,1
K00757.01,kepler,NON_HABITABLE,5.76,600.0,30.75,16.06864674,0.1158,0.0,5031.0,0.848,0.801,0.4150531212254443,K,-1.0622108359280389,1
K00001.01,kepler,NON_HABITABLE,13.04,1339.0,761.46,2.470613377,0.0354,0.0,5820.0,0.964,0.971,0.9605958735931772,G,-1.260162874763841,1
K00002.01,kepler,NON_HABITABLE,16.1,2048.0,4148.92,2.204735417,0.0376,0.0,6440.0,1.952,1.449,5.9046995798490975,F,-1.2886170844562048,1
K00010.01,kepler,NON_HABITABLE,14.59,1521.0,1264.67,3.522498429,0.0473,0.0,6225.0,1.451,1.132,2.8483080563706022,F,-1.2713161045559924,1
K00112.02,kepler,NON_HABITABLE,1.16,1206.0,500.46,3.709214104,0.0465,0.0,5833.0,1.022,0.974,1.0893423995360552,G,-1.2485393134977063,1
K00746.01,kepler,NON_HABITABLE,2.47,649.0,41.85,9.27358173,0.0759,0.0,4856.0,0.696,0.676,0.24267660007577785,K,-1.0975924475075074,1
K00747.01,kepler,NON_HABITABLE,2.85,678.0,50.04,6.02930329,0.0585,0.0,4537.0,0.672,0.761,0.17238853283599673,K,-1.1157528584340504,1
K00749.01,kepler,NON_HABITABLE,2.55,919.0,168.99,5.349553819,0.0563,0.0,5185.0,0.91,0.831,0.5392281273041383,K,-1.2042741632057157,1
K00749.02,kepler,NON_HABITABLE,1.7,1018.0,253.15,3.94105221,0.046,0.0,5185.0,0.91,0.831,0.5392281273041383,K,-1.2236061855410847,1
K00749.03,kepler,NON_HABITABLE,1.3,800.0,97.03,8.10904807,0.0743,0.0,5185.0,0.91,0.831,0.5392281273041383,K,-1.1704900465031285,1
K00750.01,kepler,NON_HABITABLE,2.95,530.0,18.64,21.67699193,0.1408,0.0,4954.0,0.828,0.791,0.37203122555357415,K,-0.9917879785489339,1
K00751.01,kepler,NON_HABITABLE,2.78,917.0,166.95,4.99677968,0.0559,0.0,5339.0,0.847,0.931,0.5251715781630232,G,-1.2036300887936375,1
K00769.01,kepler,NON_HABITABLE,2.3,1012.0,247.87,4.280963604,0.0503,0.0,5644.0,0.831,0.928,0.6313130665748952,G,-1.2226920682583209,1
K00773.01,kepler,NON_HABITABLE,2.82,529.0,18.53,38.3775486,0.2163,0.0,5481.0,1.036,0.915,0.8726767979180788,G,-0.9908218193838974,1
K00757.02,kepler,NON_HABITABLE,3.86,439.0,8.76,41.19725502,0.217,0.0,5031.0,0.848,0.801,0.4150531212254443,K,-0.8457122805024939,1
K00757.03,kepler,NON_HABITABLE,2.65,823.0,108.3,6.252962249,0.0617,0.0,5031.0,0.848,0.801,0.4150531212254443,K,-1.1779477119015764,1
K00758.01,kepler,NON_HABITABLE,3.1,593.0,29.31,16.01308419,0.1148,0.0,5015.0,0.826,0.785,0.38881100999313445,K,-1.0561975254682041,1
K00759.01,kepler,NON_HABITABLE,3.36,506.0,15.55,32.62876672,0.1889,0.0,5586.0,0.798,0.844,0.5586042279766418,G,-0.9616010998534165,1
K00759.02,kepler,HABITABILITY_ZONE,2.12,359.0,3.92,91.7732862,0.3764,0.0,5586.0,0.798,0.844,0.5586042279766418,G,-0.6158405061366664,1
K00760.01,kepler,NON_HABITABLE,12.21,1103.0,349.4,4.959319244,0.0565,0.0,5712.0,1.082,0.976,1.1227990252366906,G,-1.236454130854365,1
K00762.01,kepler,NON_HABITABLE,2.1,1133.0,389.62,4.49876511,0.0542,0.0,6075.0,0.969,1.048,1.1521987334575932,F,-1.2403509553341956,1
K00115.01,kepler,NON_HABITABLE,2.94,1093.0,337.68,5.412203927,0.0591,0.0,5779.0,1.087,0.941,1.1873112322490365,G,-1.2351898737403657,1
K00764.01,kepler,NON_HABITABLE,5.5,516.0,16.72,41.43958662,0.2288,0.0,5468.0,1.046,0.93,0.8811951597048204,G,-0.9740152978087684,1
K00765.01,kepler,NON_HABITABLE,2.52,790.0,91.9,8.35389523,0.0768,0.0,5592.0,0.787,0.862,0.5456483245150097,G,-1.1666483387862383,1
K00766.01,kepler,NON_HABITABLE,4.43,1243.0,565.35,4.125543472,0.0529,0.0,6174.0,1.103,1.162,1.5926202585979068,F,-1.2521702440719118,1
K00767.01,kepler,NON_HABITABLE,12.21,1219.0,521.13,2.816504904,0.0383,0.0,5532.0,0.955,0.941,0.7695381221773845,G,-1.2497692126222348,1
K00786.01,kepler,NON_HABITABLE,1.89,1147.0,408.99,3.689920099,0.0469,0.0,5880.0,0.917,1.01,0.9056130788398433,G,-1.2420186565251736,1
K00787.01,kepler,NON_HABITABLE,3.25,1104.0,351.23,4.431238488,0.0529,0.0,5714.0,1.015,1.007,0.9894360709796721,G,-1.236646046029288,1
K00787.02,kepler,NON_HABITABLE,3.95,806.0,99.68,11.37936986,0.0993,0.0,5714.0,1.015,1.007,0.9894360709796721,G,-1.1723550071611364,1
K00788.01,kepler,NON_HABITABLE,3.07,489.0,13.49,26.39432897,0.1635,0.0,5129.0,0.763,0.846,0.3629732185953229,K,-0.9359130618077963,1
K00116.01,kepler,NON_HABITABLE,2.64,785.0,89.61,13.57078281,0.1096,0.0,5854.0,1.012,0.951,1.0835940401448974,G,-1.1648312874819942,1
K00115.02,kepler,NON_HABITABLE,1.79,997.0,233.31,7.12594387,0.0711,0.0,5779.0,1.087,0.941,1.1873112322490365,G,-1.220011498323198,1
K00775.01,kepler,NON_HABITABLE,2.0,433.0,8.35,16.38489988,0.1084,0.0,4126.0,0.615,0.633,0.09875562375532045,K,-0.8345263844452928,1
K00775.02,kepler,NON_HABITABLE,2.16,553.0,22.18,7.8774163,0.0665,0.0,4126.0,0.615,0.633,0.09875562375532045,K,-1.0182899619970622,1
K00775.03,kepler,HABITABILITY_ZONE,1.99,332.0,2.88,36.4454001,0.1847,0.0,4126.0,0.615,0.633,0.09875562375532045,K,-0.499892471146963,1
K00776.01,kepler,NON_HABITABLE,6.02,1023.0,258.34,3.728732147,0.0455,0.0,5497.0,0.809,0.907,0.5383871693658498,G,-1.2244779630598912,1
K00777.01,kepler,NON_HABITABLE,7.51,467.0,11.29,40.4195037,0.2062,0.0,5446.0,0.781,0.714,0.483400756902331,G,-0.9011900176335206,1
K00778.01,kepler,NON_HABITABLE,1.99,822.0,107.6,2.243380573,0.028,0.0,4149.0,0.564,0.578,0.08492326005096455,K,-1.177518051469652,1
K00780.01,kepler,NON_HABITABLE,2.34,1070.0,311.16,2.337437946,0.0325,0.0,5005.0,0.765,0.85,0.3308521093855985,K,-1.232069326644893,1
K00780.02,kepler,NON_HABITABLE,19.45,734.0,68.63,7.2406612,0.0692,0.0,5005.0,0.765,0.85,0.3308521093855985,K,-1.1441315577489422,1
K00115.03,kepler,NON_HABITABLE,0.55,1272.0,617.61,3.43591631,0.0437,0.0,5779.0,1.087,0.941,1.1873112322490365,G,-1.2546687888590649,1
K00781.01,kepler,NON_HABITABLE,2.65,396.0,5.82,11.59822233,0.0798,0.0,3688.0,0.473,0.503,0.03728899180173254,M,-0.7403841309587026,1
K00782.01,kepler,NON_HABITABLE,5.31,1015.0,251.38,6.575315881,0.067,0.0,5992.0,0.989,0.927,1.13599001028186,G,-1.2233042832841492,1
K00783.01,kepler,NON_HABITABLE,4.86,833.0,113.64,7.275040844,0.0732,0.0,5485.0,0.867,0.986,0.6129703008112423,G,-1.181083500241294,1
K00784.01,kepler,NON_HABITABLE,1.93,393.0,5.66,19.27153892,0.1171,0.0,4077.0,0.56,0.576,0.07806091006201914,K,-0.7322911849613494,1
K00784.02,kepler,NON_HABITABLE,1.91,488.0,13.43,10.06524317,0.076,0.0,4077.0,0.56,0.576,0.07806091006201914,K,-0.9350367435849375,1
K00785.01,kepler,NON_HABITABLE,2.66,677.0,49.68,12.3935651,0.0983,0.0,5557.0,0.75,0.832,0.4832577463347645,G,-1.1150529766196864,1
K00116.02,kepler,NON_HABITABLE,2.87,531.0,18.77,43.84439721,0.2395,0.0,5854.0,1.012,0.951,1.0835940401448974,G,-0.9928416901652857,1
K00800.01,kepler,NON_HABITABLE,3.12,1420.0,960.79,2.711504086,0.0401,0.0,6214.0,1.076,1.169,1.555264462808422,F,-1.265626553571116,1
K00800.02,kepler,NON_HABITABLE,3.32,1025.0,260.58,7.21203748,0.077,0.0,6214.0,1.076,1.169,1.555264462808422,F,-1.2248462387395498,1
K00790.01,kepler,NON_HABITABLE,2.59,751.0,75.44,8.47237911,0.0778,0.0,5354.0,0.788,0.884,0.45968529657783663,G,-1.1517910322925453,1
K00790.02,kepler,NON_HABITABLE,2.36,390.0,5.49,60.4189369,0.2884,0.0,5354.0,0.788,0.884,0.45968529657783663,G,-0.7236819978005835,1
K00791.01,kepler,NON_HABITABLE,7.4,753.0,76.15,12.611904345,0.1058,0.0,5795.0,0.919,0.992,0.8581031461749491,G,-1.1525297720172536,1
K00794.01,kepler,NON_HABITABLE,2.06,1332.0,743.09,2.539183147,0.0355,0.0,5519.0,1.062,0.921,0.9427256421681605,G,-1.2595513227604982,1
K00795.01,kepler,NON_HABITABLE,2.77,812.0,102.87,6.770300385,0.064,0.0,5653.0,0.679,0.767,0.42418001264657584,G,-1.1745082809851355,1
K00797.01,kepler,NON_HABITABLE,7.73,812.0,102.91,10.181584004,0.0884,0.0,5988.0,0.836,0.885,0.8095327665134194,G,-1.1745300540785284,1
K00812.02,kepler,HABITABILITY_ZONE,1.96,361.0,4.0,20.06036336,0.115,0.0,3950.0,0.493,0.502,0.05330610266298585,K,-0.6234510145639225,1
K00812.03,kepler,POTENTIALLY_HABITABLE,1.83,273.0,1.32,46.1842039,0.2005,0.0,3950.0,0.493,0.502,0.05330610266298585,K,-0.11305887005903024,1
K00116.04,kepler,NON_HABITABLE,1.31,649.0,41.94,23.9800854,0.1602,0.0,5854.0,1.012,0.951,1.0835940401448974,G,-1.0978361094664018,1
K00812.04,kepler,NON_HABITABLE,1.2,494.0,14.05,7.82502168,0.0614,0.0,3950.0,0.493,0.502,0.05330610266298585,K,-0.9434161484289776,1
K00813.01,kepler,NON_HABITABLE,7.34,1005.0,241.62,3.895936525,0.046,0.0,5557.0,0.774,0.866,0.5146810980324362,G,-1.2215712972096644,1
K00814.01,kepler,NON_HABITABLE,2.32,536.0,19.45,22.36646466,0.1449,0.0,5395.0,0.734,0.821,0.41119954574754225,G,-0.9985076652279526,1
K00801.01,kepler,NON_HABITABLE,9.73,1579.0,1467.41,1.625522174,0.0265,0.0,5539.0,1.106,0.935,1.037362214246416,G,-1.2740836444299954,1
K00802.01,kepler,NON_HABITABLE,13.6,643.0,40.39,19.620346923,0.1389,0.0,5710.0,0.905,0.928,0.7843976821961027,G,-1.0937907908316404,1
K00804.01,kepler,NON_HABITABLE,2.57,757.0,77.75,9.02930689,0.0796,0.0,5349.0,0.82,0.824,0.4959213512304779,G,-1.15415573319032,1
K00806.01,kepler,HABITABILITY_ZONE,8.9,308.0,2.14,143.2063047,0.5336,0.0,5485.0,0.867,0.986,0.6129703008112423,G,-0.37060419332683403,1
K00116.03,kepler,NON_HABITABLE,0.79,1021.0,256.35,6.164876,0.0648,0.0,5854.0,1.012,0.951,1.0835940401448974,G,-1.2241471763179337,1
K00806.02,kepler,NON_HABITABLE,12.19,411.0,6.77,60.32494216,0.2998,0.0,5485.0,0.867,0.986,0.6129703008112423,G,-0.7821812175592422,1
K00806.03,kepler,NON_HABITABLE,1.91,524.0,17.85,29.1598615,0.1847,0.0,5485.0,0.867,0.986,0.6129703008112423,G,-0.9848010442878573,1
K00809.01,kepler,NON_HABITABLE,11.3,1539.0,1329.42,1.594745374,0.0258,0.0,5934.0,0.893,0.901,0.8908155634948758,G,-1.2722684698796145,1
K00810.01,kepler,NON_HABITABLE,2.5,886.0,145.48,4.783002698,0.0535,0.0,5170.0,0.807,0.891,0.41918328053547,K,-1.1960553275427677,1
K00811.01,kepler,NON_HABITABLE,3.41,518.0,17.06,20.50588921,0.1326,0.0,4905.0,0.761,0.739,0.3020091289303032,K,-0.9773911758031594,1
K00812.01,kepler,NON_HABITABLE,2.03,656.0,43.73,3.340218842,0.0348,0.0,3950.0,0.493,0.502,0.05330610266298585,K,-1.1022048156082775,1
K00829.01,kepler,NON_HABITABLE,3.12,701.0,57.13,18.64932728,0.139,0.0,5775.0,1.053,1.026,1.1111160140450191,G,-1.1281988089591692,1
K00117.02,kepler,NON_HABITABLE,1.7,1262.0,598.74,4.90144976,0.0586,0.0,5847.0,1.402,1.113,2.0697748854071785,G,-1.25380466743171,1
K00829.02,kepler,NON_HABITABLE,2.76,870.0,135.66,9.75192101,0.0902,0.0,5775.0,1.053,1.026,1.1111160140450191,G,-1.192005533484957,1
K00829.03,kepler,NON_HABITABLE,4.02,550.0,21.71,38.5576546,0.2255,0.0,5775.0,1.053,1.026,1.1111160140450191,G,-1.015098774707516,1
K00830.01,kepler,NON_HABITABLE,11.58,975.0,213.12,3.525632539,0.0431,0.0,5150.0,0.793,0.855,0.39853824233853746,K,-1.2158479273280873,1
K00815.01,kepler,NON_HABITABLE,7.61,511.0,16.1,34.84398644,0.1971,0.0,5509.0,0.871,0.84,0.6295382316743464,G,-0.9675684857496427,1
K00816.01,kepler,NON_HABITABLE,5.52,964.0,204.39,7.748094239,0.081,0.0,5973.0,1.085,1.181,1.3499703987242617,G,-1.2138597810936067,1
K00817.01,kepler,HABITABILITY_ZONE,1.8,329.0,2.77,23.96793669,0.1322,0.0,3747.0,0.524,0.536,0.04876318416349009,K,-0.4848335462141449,1
K00817.02,kepler,NON_HABITABLE,1.82,469.0,11.39,8.29561738,0.0652,0.0,3747.0,0.524,0.536,0.04876318416349009,K,-0.9030056972923356,1
K00818.01,kepler,NON_HABITABLE,2.1,460.0,10.55,8.11437482,0.0649,0.0,3692.0,0.517,0.553,0.04474273892743223,M,-0.8870705776200996,1
K00820.01,kepler,NON_HABITABLE,30.09,1155.0,421.08,4.64090031,0.0503,0.0,6463.0,0.826,0.786,1.0724854985404504,F,-1.2430013850433455,1
K00117.01,kepler,NON_HABITABLE,2.89,874.0,137.91,14.74914825,0.1221,0.0,5847.0,1.402,1.113,2.0697748854071785,G,-1.1929717701172693,1
K00821.01,kepler,NON_HABITABLE,3.38,639.0,39.33,21.81295996,0.1495,0.0,5601.0,0.999,0.934,0.8848873312481216,G,-1.0909033194071565,1
K00823.01,kepler,NON_HABITABLE,72.77,1947.0,3400.48,1.028436523,0.0197,0.0,6228.0,0.99,0.959,1.3284937485132162,F,-1.286386762171347,1
K00824.01,kepler,NON_HABITABLE,11.01,600.0,30.54,15.37562369,0.1121,0.0,4986.0,0.833,0.793,0.3863614700251004,K,-1.0613811978594292,1
K00825.01,kepler,NON_HABITABLE,2.11,687.0,52.82,8.10363271,0.0712,0.0,4861.0,0.732,0.733,0.2695375998125789,K,-1.1209282085447065,1
K00825.02,kepler,NON_HABITABLE,1.46,823.0,108.84,4.71510843,0.0496,0.0,4861.0,0.732,0.733,0.2695375998125789,K,-1.1782698875489843,1
K00826.01,kepler,NON_HABITABLE,2.44,914.0,165.33,6.365839713,0.0659,0.0,5776.0,0.849,0.939,0.7228011403177084,G,-1.2031111331652955,1
K00840.01,kepler,NON_HABITABLE,8.99,1021.0,257.29,3.04033046,0.0374,0.0,5035.0,0.791,0.754,0.3622810158642613,K,-1.2243036709048623,1
K00841.01,kepler,NON_HABITABLE,5.0,610.0,32.67,15.33528675,0.1179,0.0,5251.0,0.817,0.926,0.4572007103949878,G,-1.0696251578145686,1
K00117.04,kepler,NON_HABITABLE,1.06,1074.0,314.15,7.95825328,0.0809,0.0,5847.0,1.402,1.113,2.0697748854071785,G,-1.232441303492938,1
K00841.02,kepler,NON_HABITABLE,6.5,481.0,12.61,31.33046135,0.1898,0.0,5251.0,0.817,0.926,0.4572007103949878,G,-0.9230697748790334,1
K00834.01,kepler,NON_HABITABLE,7.89,731.0,67.65,23.65369415,0.1658,0.0,5739.0,1.384,1.083,1.8720256263464943,G,-1.1429285703309586,1
K00834.02,kepler,NON_HABITABLE,3.06,888.0,146.67,13.23352214,0.1126,0.0,5739.0,1.384,1.083,1.8720256263464943,G,-1.1965183621550395,1
K00834.03,kepler,NON_HABITABLE,2.32,1146.0,406.94,6.15560285,0.0676,0.0,5739.0,1.384,1.083,1.8720256263464943,G,-1.2418480732844315,1
K00834.04,kepler,NON_HABITABLE,1.62,1642.0,1718.04,2.090811305,0.0329,0.0,5739.0,1.384,1.083,1.8720256263464943,G,-1.2768023171997624,1
K00117.03,kepler,NON_HABITABLE,1.53,1458.0,1066.86,3.180027898,0.0439,0.0,5847.0,1.402,1.113,2.0697748854071785,G,-1.2678872436604074,1
K00834.05,kepler,NON_HABITABLE,2.67,568.0,24.64,50.4467417,0.2747,0.0,5739.0,1.384,1.083,1.8720256263464943,G,-1.0332306693978306,1
K00835.01,kepler,NON_HABITABLE,2.35,616.0,33.99,11.76307164,0.0954,0.0,4959.0,0.756,0.849,0.31139722243603074,K,-1.0743205578374837,1
K00835.02,kepler,NON_HABITABLE,2.37,366.0,4.22,56.2279271,0.2707,0.0,4959.0,0.756,0.849,0.31139722243603074,K,-0.6413574609808196,1
K00837.01,kepler,NON_HABITABLE,2.25,696.0,55.37,7.953547,0.0712,0.0,4768.0,0.779,0.759,0.2825625573913409,K,-1.12533600921115,1
K00837.02,kepler,NON_HABITABLE,1.48,864.0,132.08,4.14451656,0.0461,0.0,4768.0,0.779,0.759,0.2825625573913409,K,-1.190415290430463,1
K00850.01,kepler,NON_HABITABLE,8.24,713.0,61.16,10.526294577,0.088,0.0,5386.0,0.793,0.82,0.47676732241482556,G,-1.1342902948455893,1
K00851.01,kepler,NON_HABITABLE,5.39,1038.0,274.98,4.583520948,0.0535,0.0,5815.0,0.877,0.973,0.7923056871712397,G,-1.227104586263798,1
K00852.01,kepler,NON_HABITABLE,2.66,1121.0,372.62,3.76181843,0.047,0.0,5653.0,0.949,0.974,0.8285964666255685,G,-1.2387806342456482,1
K00853.01,kepler,NON_HABITABLE,3.01,742.0,71.5,8.20396958,0.0735,0.0,5015.0,0.826,0.785,0.38881100999313445,K,-1.1474841412297963,1
K00853.02,kepler,NON_HABITABLE,3.01,613.0,33.48,14.49645186,0.1074,0.0,5015.0,0.826,0.785,0.38881100999313445,K,-1.0725539650961893,1
K00841.03,kepler,NON_HABITABLE,2.19,810.0,101.78,6.54626149,0.0668,0.0,5251.0,0.817,0.926,0.4572007103949878,G,-1.1737834341428837,1
K00842.01,kepler,NON_HABITABLE,2.31,562.0,23.6,12.71809866,0.0934,0.0,4702.0,0.686,0.67,0.20723993189018297,K,-1.027171317520497,1
K00842.02,kepler,NON_HABITABLE,2.64,397.0,5.88,36.06588163,0.1871,0.0,4702.0,0.686,0.67,0.20723993189018297,K,-0.7434910009519666,1
K00843.01,kepler,NON_HABITABLE,6.21,1234.0,547.9,4.190425659,0.0535,0.0,6073.0,1.135,1.163,1.5786998142287674,F,-1.2512579366633167,1
K00844.01,kepler,NON_HABITABLE,4.35,1151.0,415.1,3.709870784,0.0471,0.0,5727.0,0.978,1.013,0.9270030271438604,G,-1.242520591447477,1
K00845.01,kepler,NON_HABITABLE,3.75,727.0,66.08,16.3297527,0.1255,0.0,5878.0,0.987,0.989,1.047725086289065,G,-1.1409590610229465,1
K00846.01,kepler,NON_HABITABLE,13.84,554.0,22.24,27.807566216,0.1711,0.0,5862.0,0.785,0.865,0.6555672963548049,G,-1.0186921870946872,1
K00847.01,kepler,NON_HABITABLE,7.59,452.0,9.88,80.8723469,0.3577,0.0,5510.0,1.238,0.932,1.2727479174483458,G,-0.8729507803807093,1
K00118.01,kepler,NON_HABITABLE,2.29,712.0,60.88,24.99324319,0.1651,0.0,5718.0,1.317,0.961,1.6704860925800888,G,-1.1338869092699901,1
K00849.01,kepler,NON_HABITABLE,2.47,777.0,86.22,10.35533116,0.0895,0.0,5501.0,0.918,0.891,0.6952590529589388,G,-1.162006633573052,1
K00867.01,kepler,NON_HABITABLE,3.68,613.0,33.43,16.08518937,0.1173,0.0,5239.0,0.826,0.83,0.4630718687478494,G,-1.0723686969199535,1
K00868.01,kepler,HABITABILITY_ZONE,10.59,188.0,0.29,235.9986399,0.6534,0.0,4245.0,0.657,0.666,0.12628048109034234,K,1.2242359832350234,1
K00869.01,kepler,NON_HABITABLE,2.56,753.0,76.06,7.49018305,0.0703,0.0,5103.0,0.787,0.823,0.37839592289659413,K,-1.1524332632162189,1
K00869.02,kepler,NON_HABITABLE,3.03,445.0,9.29,36.2761238,0.2012,0.0,5103.0,0.787,0.823,0.37839592289659413,K,-0.859146302654495,1
K00869.03,kepler,NON_HABITABLE,2.32,568.0,24.6,17.46087931,0.1236,0.0,5103.0,0.787,0.823,0.37839592289659413,K,-1.0330123694198867,1
K00854.01,kepler,POTENTIALLY_HABITABLE,1.94,233.0,0.69,56.0560754,0.228,0.0,3593.0,0.491,0.503,0.0361981656713585,M,0.34170615602736615,1
K00855.01,kepler,NON_HABITABLE,11.38,453.0,9.93,41.408316686,0.2162,0.0,5522.0,0.747,0.786,0.46743531787454184,G,-0.874109218764828,1
K00856.01,kepler,NON_HABITABLE,14.21,552.0,21.87,39.74893077,0.2311,0.0,6122.0,0.964,1.041,1.1760399614256234,F,-1.0162357362541539,1
K00857.01,kepler,NON_HABITABLE,2.47,850.0,123.03,5.715425977,0.0611,0.0,5237.0,0.826,0.927,0.46236515866097716,G,-1.1860993664804016,1
K00119.01,kepler,NON_HABITABLE,8.2,669.0,47.4,49.18394185,0.2829,0.0,5626.0,2.057,1.247,3.819110331443652,G,-1.1104271667928813,1
K00857.02,kepler,NON_HABITABLE,2.28,559.0,23.14,20.0261412,0.1409,0.0,5237.0,0.826,0.927,0.46236515866097716,G,-1.0243522029137333,1
K00858.01,kepler,NON_HABITABLE,19.02,733.0,68.29,13.61014819,0.1061,0.0,5697.0,0.903,0.857,0.7738469741282915,G,-1.1437115480135482,1
K00861.01,kepler,NON_HABITABLE,1.41,1160.0,427.17,2.237489571,0.0325,0.0,5265.0,0.81,0.91,0.4542116301109621,G,-1.243480276588695,1
K00863.01,kepler,NON_HABITABLE,2.62,1221.0,526.23,3.167893418,0.0426,0.0,5895.0,0.94,1.026,0.9613591302135456,G,-1.2500618129277574,1
K00864.01,kepler,NON_HABITABLE,3.11,1038.0,274.84,4.311780262,0.0511,0.0,5527.0,0.927,0.956,0.722457055819232,G,-1.2270840814289417,1
K00864.02,kepler,NON_HABITABLE,2.69,622.0,35.44,20.0504494,0.1423,0.0,5527.0,0.927,0.956,0.722457055819232,G,-1.0792021369832077,1
K00864.03,kepler,NON_HABITABLE,2.67,791.0,92.46,9.76734503,0.0881,0.0,5527.0,0.927,0.956,0.722457055819232,G,-1.1670881171252996,1
K00865.01,kepler,NON_HABITABLE,8.98,366.0,4.25,119.0207044,0.4582,0.0,5453.0,1.062,0.904,0.8984330808888531,G,-0.6436913353892558,1
K00119.02,kepler,NON_HABITABLE,7.78,426.0,7.8,190.3200468,0.6972,0.0,5626.0,2.057,1.247,3.819110331443652,G,-0.8182406553229049,1
K00880.01,kepler,NON_HABITABLE,3.91,562.0,23.54,26.44439337,0.1687,0.0,5427.0,0.929,0.915,0.6744743288001965,G,-1.0268310956489164,1
K00880.02,kepler,NON_HABITABLE,5.51,450.0,9.67,51.53997972,0.2632,0.0,5427.0,0.929,0.915,0.6744743288001965,G,-0.8682412309276084,1
K00880.03,kepler,NON_HABITABLE,2.43,926.0,173.74,5.902245782,0.0621,0.0,5427.0,0.929,0.915,0.6744743288001965,G,-1.205727175853058,1
K00880.04,kepler,NON_HABITABLE,1.86,1253.0,583.01,2.382951591,0.0339,0.0,5427.0,0.929,0.915,0.6744743288001965,G,-1.2530524053254484,1
K00881.01,kepler,NON_HABITABLE,3.07,521.0,17.48,21.02250608,0.1378,0.0,5067.0,0.75,0.789,0.33405721356550433,K,-0.981345215967365,1
K00869.04,kepler,NON_HABITABLE,1.69,998.0,234.93,3.219814777,0.04,0.0,5103.0,0.787,0.823,0.37839592289659413,K,-1.2203216887702315,1
K00870.01,kepler,NON_HABITABLE,1.73,585.0,27.72,5.912273234,0.0537,0.0,4072.0,0.57,0.586,0.08047768942581157,K,-1.0490501071881884,1
K00870.02,kepler,NON_HABITABLE,1.65,509.0,15.9,8.98581901,0.0709,0.0,4072.0,0.57,0.586,0.08047768942581157,K,-0.965486528672625,1
K00871.01,kepler,NON_HABITABLE,22.94,723.0,64.64,12.940668656,0.1039,0.0,5875.0,0.809,0.895,0.7024626493499084,G,-1.1390873621632274,1
K00872.01,kepler,NON_HABITABLE,8.46,495.0,14.22,33.60123371,0.1956,0.0,5149.0,0.93,0.882,0.5477118973410836,K,-0.9456769878891367,1
K00872.02,kepler,NON_HABITABLE,1.97,845.0,120.48,6.76652928,0.0672,0.0,5149.0,0.93,0.882,0.5477118973410836,K,-1.1847966392482996,1
K00873.01,kepler,NON_HABITABLE,2.36,1174.0,449.79,4.347288783,0.0524,0.0,5754.0,1.122,1.014,1.2432539690312674,G,-1.2451728066573982,1
K00874.01,kepler,NON_HABITABLE,2.35,896.0,152.91,4.601811819,0.0501,0.0,4986.0,0.833,0.793,0.3863614700251004,K,-1.198855371260413,1
K00874.02,kepler,NON_HABITABLE,1.55,667.0,46.65,11.18719905,0.0907,0.0,4986.0,0.833,0.793,0.3863614700251004,K,-1.108831960936543,1
K00875.01,kepler,NON_HABITABLE,2.62,595.0,29.68,4.220965778,0.0418,0.0,3837.0,0.517,0.544,0.05219669357709537,K,-1.057780514974627,1
K00877.01,kepler,NON_HABITABLE,2.33,635.0,38.52,5.95489993,0.0554,0.0,4261.0,0.633,0.64,0.11900035778823317,K,-1.0886023238003149,1
K00877.02,kepler,NON_HABITABLE,2.18,502.0,15.06,12.03987488,0.0886,0.0,4261.0,0.633,0.64,0.11900035778823317,K,-0.9559575075102279,1
K00877.03,kepler,NON_HABITABLE,1.42,418.0,7.24,20.83762895,0.1278,0.0,4261.0,0.633,0.64,0.11900035778823317,K,-0.7993407364689203,1
K00878.01,kepler,NON_HABITABLE,3.16,487.0,13.34,23.58917143,0.1429,0.0,4919.0,0.721,0.697,0.274203207080014,K,-0.933826950459254,1
K00123.01,kepler,NON_HABITABLE,2.54,1145.0,406.25,6.481633073,0.0683,0.0,5945.0,1.302,1.009,1.9077616512555295,G,-1.2417903724801793,1
K00892.01,kepler,NON_HABITABLE,3.2,720.0,63.68,10.37168928,0.0873,0.0,5121.0,0.888,0.822,0.4885845675458093,K,-1.1378077703347296,1
