planet_name,mission,habitability_class,pl_rade,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,stellar_type,hz_position,esi_overall,in_habitable_zone,potentially_habitable,n_imputed,derived_fields,discovery_year,pl_masse,disposition
BD+20 594 b,k2,NON_HABITABLE,2.57807,501.051882863212,14.906307368403592,41.6855,0.27914853352378105,0.0,5766.0,1.08,1.67,1.1615576609188287,G,-0.9529655006193559,0.28246553222448073,False,False,4,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax,2016.0,22.2481,CONFIRMED
EPIC 201111557.01,k2,NON_HABITABLE,1.12,1054.0,252.16813537018567,2.30183,0.030720595804796448,0.0,4616.52,0.762602,0.73,0.23798494026102218,K,-1.2231510663635248,0.07090012581176158,False,False,3,pl_insol;pl_orbeccen;pl_orbsmax,2018.0,,CANDIDATE
EPIC 201126503.01,k2,NON_HABITABLE,4.19,984.313319044487,222.01009626208725,1.1947488,0.017635443067380154,0.0,3919.0,0.57,0.5126091675645542,0.06904710521146619,K,-1.2174437481370044,0.06399062121572541,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201127519.01,k2,NON_HABITABLE,8.84,772.0,89.47093011093875,6.17887,0.0600325080017341,0.0,4719.28,0.849432,0.756,0.32244446548773387,K,-1.1642347153109598,0.09008017047211445,False,False,3,pl_insol;pl_orbeccen;pl_orbsmax,2018.0,,CANDIDATE
EPIC 201164625.01,k2,NON_HABITABLE,4.34,2336.0,8891.89827764216,2.71189,0.04132294068966843,0.0,6402.0,3.16745,1.28,15.1836759194187,F,-1.295327353984077,0.008109442515080677,False,False,3,pl_insol;pl_orbeccen;pl_orbsmax,2018.0,,CANDIDATE
EPIC 201166680.01,k2,NON_HABITABLE,2.09985108,803.1367886692227,98.40051180000985,18.10549,0.14304602115769255,0.0,6213.0,1.224685,1.1912069826187786,2.0134874267700504,F,-1.1710032577306821,0.11518887653564323,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2018.0,,CANDIDATE
EPIC 201170410.02,k2,NON_HABITABLE,1.047,458.12134632239423,10.417449208006975,6.7987,0.0349,0.0,3648.0,0.282,0.287,0.012688557309844575,M,-0.8829259090396049,0.38986995383170436,False,False,3,pl_eqt;pl_insol;pl_orbeccen,2020.0,,CONFIRMED
EPIC 201176672.01,k2,HABITABILITY_ZONE,10.2,261.2668606847161,1.101987291198706,79.9999,0.2996518989268542,0.0,4542.0,0.508,0.5608576702150743,0.09894882796528952,K,0.002975948274349464,0.5915181165853435,True,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201180665.01,k2,NON_HABITABLE,26.44,830.0,89.6986263988016,17.77297,0.13589865042833374,0.0,5847.0,1.25428,1.06,1.656593985709652,G,-1.164419770552639,0.05769336896612824,False,False,3,pl_insol;pl_orbeccen;pl_orbsmax,2018.0,,CANDIDATE
EPIC 201182911.01,k2,NON_HABITABLE,32.8,949.5121034337183,192.23891140270968,0.99656225,0.015035417629930947,0.0,3727.0,0.5,0.4565812497370518,0.04345825561040775,K,-1.2105389555204995,0.04061719433503265,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201231940.01,k2,NON_HABITABLE,3.35,1034.5221392512024,270.8934068563192,0.57303573,0.009994314816859116,0.0,3570.0,0.43,0.4055796176673274,0.027058547868668254,M,-1.2262044990383385,0.060234948333758295,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201238163.01,k2,NON_HABITABLE,1.56,1000.1506644087286,236.64699247745747,1.0829614,0.016406966869647856,0.0,3875.0,0.56,0.5023881626385662,0.06370266357390861,K,-1.2203500098660711,0.07554478676557363,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201274010.01,k2,NON_HABITABLE,2.43,713.0,51.461968172886586,13.0113,0.10529706184326025,0.0,5347.0,0.880221,0.92,0.570583091701352,G,-1.1178187017976207,0.1434707170861348,False,False,3,pl_insol;pl_orbeccen;pl_orbsmax,2018.0,,CANDIDATE
EPIC 201299088.01,k2,NON_HABITABLE,9.11013939,758.7201102930662,78.37285360386944,21.204739,0.15866850557558324,0.0,5154.0,1.761722,1.1851867311755706,1.9730910320884236,K,-1.1542595443667814,0.09269304749193846,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2018.0,,CANDIDATE
EPIC 201352100.01,k2,NON_HABITABLE,2.7,608.0,24.36236474395339,13.38382,0.10491221558690432,0.0,5113.71,0.65973,0.86,0.2681461455039417,K,-1.0307104564660932,0.19342238259784245,False,False,3,pl_insol;pl_orbeccen;pl_orbsmax,2018.0,,CANDIDATE
EPIC 201392505.01,k2,NON_HABITABLE,3.36,480.0,10.998614532305737,27.47083,0.16609225346336282,0.0,4947.03,0.749863,0.81,0.303414782872031,K,-0.8943607862356334,0.2888810238142269,False,False,3,pl_insol;pl_orbeccen;pl_orbsmax,2018.0,,CANDIDATE
EPIC 201407812.01,k2,NON_HABITABLE,40.1,1271.6994686666624,618.5534557929543,2.8268121,0.03891375115655671,0.0,5736.0,0.98,0.9837751724948808,0.936663145022237,G,-1.2545270486890368,0.0198288260971439,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201427007 b,k2,NON_HABITABLE,1.5,1941.2927608315294,3358.9490662779945,0.72091,0.015447314974717076,0.0,5633.0,0.94,0.9461878252538525,0.8015108808372381,G,-1.28616267327027,0.01596561659079762,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2021.0,,CONFIRMED
EPIC 201456770.01,k2,NON_HABITABLE,2.384,797.777274231612,95.80009086336165,8.006875,0.07573640609429401,0.0,5403.0,0.846,0.904,0.5495096285265801,G,-1.1691301713882256,0.11394829991026292,False,False,4,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax,2021.0,,CANDIDATE
EPIC 201488365.01,k2,NON_HABITABLE,85.6,1457.3343985093393,1066.7831374401385,3.3643115,0.04723374651991191,0.0,6240.0,1.32,1.2420675992514658,2.380021780412676,F,-1.267745723087144,0.011641517609052864,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201497682.04,k2,NON_HABITABLE,1.06,909.7434429770816,162.0,3.883,1.0,0.0,5772.0,0.554,1.0,0.3069160000000001,G,1.1778629528522264,0.09901014970505347,False,False,5,pl_eqt;pl_orbeccen;pl_orbsmax;st_mass;st_teff,2019.0,,CANDIDATE
EPIC 201521212.01,k2,NON_HABITABLE,6.412,471.7655249993067,11.715048262960853,19.565799,0.1507133500003193,0.0,4486.0,0.854,1.193,0.2661016262370477,K,-0.907268721256091,0.2562669506853018,False,False,4,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax,2021.0,,CANDIDATE
EPIC 201541160.01,k2,NON_HABITABLE,2.028,447.39582927729765,9.47560619116209,15.695142,0.11111677317845814,0.0,4270.0,0.625,0.743,0.11699471534735184,K,-0.8622065315028252,0.3637653667813849,False,False,4,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax,2021.0,,CANDIDATE
EPIC 201556134.01,k2,NON_HABITABLE,1.91,583.8680537487849,27.485151327630437,12.726743,0.09497547032962499,0.0,4767.0,0.73,0.7056352365545507,0.24792540894637813,K,-1.0470514357268679,0.22418138035329008,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201563164.01,k2,NON_HABITABLE,217.0,59602.49733939374,2984675401.7311797,0.18746328,0.020689524052576035,0.0,46696.0,17.27,33.62014070297617,1277609.4241153449,O,-1.3099181449628647,4.418689361115686e-07,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201595106 b,k2,NON_HABITABLE,1.565,2038.0,2852.0,0.87724,0.0177,0.0,5679.0,0.98,0.958,0.8999830630210937,G,-1.2842286153187135,0.014053908675225501,False,False,1,pl_orbeccen,2021.0,7.67,CONFIRMED
EPIC 201606542.01,k2,NON_HABITABLE,1.22,2125.1846335080104,4824.2071311964755,0.444372,0.010875964061605186,0.0,5540.0,0.82,0.8691412623922607,0.5706390315990343,G,-1.2901000972970391,0.013196538741392962,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201631267.01,k2,HABITABILITY_ZONE,16.3,185.36888596407266,0.27924579232228824,440.0,1.021618209565566,0.0,4600.0,0.85,0.734752330276287,0.2914498851188054,K,1.2982093212583616,0.3345018257859218,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201635132.01,k2,HABITABILITY_ZONE,22.8,359.53085594090317,3.951699872861389,30.0,0.1553471247090976,0.0,3400.0,0.89,0.5557092142930086,0.09536530273512897,M,-0.6166223707305979,0.29346276235369667,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201639576.01,k2,NON_HABITABLE,2.328,709.6494360415007,59.981141443890905,7.655533,0.07612045515914048,0.0,5114.0,0.751,1.004,0.34755014903959236,K,-1.1319847772238703,0.14611713508906568,False,False,4,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax,2021.0,,CANDIDATE
EPIC 201650711.01,k2,NON_HABITABLE,0.77,1930.1312718784984,3282.36344297052,0.259669,0.006808988040697657,0.0,4340.0,0.69,0.6245798261445676,0.15217797818873413,K,-1.2858868418063873,0.016586299399396136,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201663879.02,k2,NON_HABITABLE,1.89,420.0,5.191092419637202,35.621,0.3501,0.0,5440.0,0.898,0.954,0.6362722497858562,G,-0.7050247536897927,0.4119086656903719,False,False,2,pl_insol;pl_orbeccen,2020.0,,CANDIDATE
EPIC 201683540.01,k2,NON_HABITABLE,5.93,921.4447964747274,170.49693090307636,1.9611469,0.02553333701353074,0.0,4166.0,0.64,0.5774081774081774,0.1111556955857086,K,-1.2043909879662127,0.06814135023284905,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201702477.01,k2,NON_HABITABLE,7.8,530.4946924774309,18.731107273646774,40.7302,0.23180211783531177,0.0,5840.0,0.98,1.0016121003085954,1.006464011204105,G,-0.991490913539762,0.1964658616857896,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2015.0,,CANDIDATE
EPIC 201717159.01,k2,NON_HABITABLE,2.26,1436.4394089249886,1006.9050626476024,0.60408352,0.01188787590918047,0.0,4331.0,0.67,0.6141850806476019,0.14229742808956186,K,-1.2665091483247488,0.03067692626393021,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201720401.01,k2,NON_HABITABLE,12.8,80.07630871131464,0.009724235300489832,6340.0,6.171415295185834,0.0,4800.0,0.88,0.7801107292845622,0.37036079197548727,K,3.0,0.07352363957304596,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 201729655.01,k2,NON_HABITABLE,17.325,654.3807890693786,43.36720596575063,9.321691,0.08003155024944111,0.0,5089.0,0.678,0.787,0.2777690807358372,K,-1.1006547542163854,0.1059366149440796,False,False,4,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax,2021.0,,CANDIDATE
EPIC 201757695.02,k2,NON_HABITABLE,0.90819,939.3492377462017,184.13978317174883,2.0478,0.0296,0.0,4520.0,0.655,0.727,0.16133591242375947,K,-1.2083763974777022,0.09179544132781803,False,False,3,pl_eqt;pl_insol;pl_orbeccen,2020.0,,CONFIRMED
EPIC 201841433 b,k2,NON_HABITABLE,1.04,945.9502583190563,189.37056669756933,4.1698,0.035,0.0,5053.0,0.628461,0.802,0.23197894420452247,K,-1.2097889589484516,0.0911580311916355,False,False,3,pl_eqt;pl_insol;pl_orbeccen,2019.0,,CONFIRMED
EPIC 201892470.01,k2,NON_HABITABLE,12.2,113.31131878938885,0.038988134441193985,2790.0,3.6770914282868397,0.0,5100.0,0.93,0.8520897242041593,0.527158619270346,K,3.0,0.15065589296599738,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202064253.01,k2,NON_HABITABLE,31.5,778.5561311525645,86.89584180301317,21.140574,0.1599267603249872,0.0,6205.0,1.29,1.2209849717841543,2.22249746484242,F,-1.162091498145222,0.06295576906139534,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202066192.01,k2,NON_HABITABLE,19.6,2049.2091830510935,4170.464722091173,3.2923818,0.0532052415635778,0.0,7824.0,1.87,1.853631165057719,11.80574206766794,A,-1.2886014222559652,0.0076564257043835494,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202071635.01,k2,NON_HABITABLE,60.0,1531.1312887260326,1299.8373257712444,6.2719092,0.0792933069436413,0.0,7254.0,1.81,1.6907932924025069,8.172634281289735,F,-1.2717153503848269,0.011435548800216525,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202072596.01,k2,NON_HABITABLE,37.5,1830.3241217926968,2654.3078500536985,3.979287,0.05917893700725066,0.0,7430.0,1.84,1.7461092090998178,9.295775173422156,F,-1.283191715714043,0.008463768585370623,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202072965.01,k2,NON_HABITABLE,86.2,1892.0799957197387,3031.0789929015405,2.1417519,0.03653447529766166,0.0,6492.0,1.59,1.418243333719107,4.045786897458031,F,-1.2849095192421065,0.006180314735761541,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202086291.01,k2,NON_HABITABLE,61.4,1258.4993331147577,593.2684282519612,2.4343734,0.034384498868738594,0.0,5568.0,0.9,0.9151539507181672,0.7014175621833516,G,-1.2533584516787752,0.01803583690280452,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202086968.01,k2,NON_HABITABLE,17.3,1443.3660686828225,1026.4675966934542,1.8490876,0.029149313676955568,0.0,5693.0,0.96,0.9663856622082212,0.8721715412431239,G,-1.2669250264676903,0.01854933906410209,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202089657.01,k2,NON_HABITABLE,3.09990986,2021.574200466152,3950.008443881973,1.314437,0.02538513299980765,0.0,6009.0,1.472064,1.2631043405919686,2.5454051020803696,F,-1.2880139438308091,0.012544617181273305,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202090152.01,k2,NON_HABITABLE,3.62,1268.5836299726955,612.513534790431,4.8045244,0.05942370306626006,0.0,6187.0,1.28,1.2127150811368455,2.1628933914742796,F,-1.2542544921581393,0.037178717653585894,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202092480.01,k2,NON_HABITABLE,65.3,1422.2711669671949,967.7627501138847,2.8445331,0.04089907669997651,0.0,6045.0,1.16,1.1279737096024975,1.6188101156497496,F,-1.2656394804819502,0.01330882852685743,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202126847.01,k2,NON_HABITABLE,16.1,1236.2304460937723,552.3788217355471,4.1687922,0.0525000503974651,0.0,6005.0,1.14,1.1108082970105342,1.522497050451706,F,-1.2513015010567334,0.027184450748621695,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202565282.01,k2,NON_HABITABLE,256.0,1216.165704187685,517.3807748845471,11.97495,0.12131871901137976,0.0,5200.0,3.4,1.661179181494214,7.614930061116204,G,-1.2493505493374886,0.013040899800691749,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202634963.01,k2,NON_HABITABLE,21.2,608.4172157935516,32.40747955566132,28.707623,0.18509305913278665,0.0,5838.0,1.03,1.0264939181740882,1.1102621188603554,G,-1.0678384028165693,0.11591722574298861,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202675839.01,k2,NON_HABITABLE,16.12109089,801.9176484684846,97.80439345777769,15.466674,0.12603210853494218,0.0,5807.0,1.231429,1.116426642782237,1.5535340210256814,G,-1.1705804805584163,0.07100404224135702,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202843107.01,k2,NON_HABITABLE,46.6,1091.7695765570234,336.01853213525294,2.1989041,0.02994533490775082,0.0,4938.0,0.75,0.7408928350463544,0.30131557399320663,K,-1.2347560332239027,0.026981622360276163,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 202893157.01,k2,NON_HABITABLE,1.86,481.0642370678948,12.666352398587462,4.1657292,0.0359704444999259,0.0,3442.0,0.36,0.3577962577962578,0.016388649825671203,M,-0.9226852380879278,0.32445552155677976,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 203070421.01,k2,NON_HABITABLE,1.89,1324.7523525950426,728.4136507168656,1.7359447,0.026778998868891214,0.0,5354.0,0.84,0.8501424210254181,0.5223561951888117,G,-1.2588767314174147,0.038414493804164174,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 203518244.01,k2,NON_HABITABLE,0.884,1267.9964297293525,611.3802442726272,0.8411257,0.014738309848986237,0.0,4289.0,0.66,0.6036729161033201,0.1328026576877817,K,-1.254202901956286,0.0464007809161968,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 203533312.01,k2,NON_HABITABLE,3.11,3867.3467982354255,52904.39499474985,0.17566,0.00657681004136939,0.0,6620.0,1.15,1.2299305448949251,2.2883494669357733,F,-1.3039512533012043,0.0023917522829077402,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 203914123.01,k2,NON_HABITABLE,12.0,27.064190428203844,0.0001268876752199094,83830.0,31.549271633085336,0.0,4000.0,0.74,0.5961417371477912,0.1262984774488996,K,3.0,0.005862795607584105,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 203929178.01,k2,NON_HABITABLE,99.0,2557.8430217277332,10123.596550441289,1.153886,0.02512995011777081,0.0,6841.0,1.8,1.5901186106108174,6.393196929735632,F,-1.2962453172840476,0.002797682373319233,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 203942067.01,k2,NON_HABITABLE,33.0,1279.2724007271838,633.4194575251832,1.6398934,0.025231870946632186,0.0,5175.0,0.79,0.7968885327374944,0.4032647946646111,K,-1.2551812047700168,0.020643101578606046,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 204312847.01,k2,NON_HABITABLE,30.7,567.5351008461079,24.5363628697691,24.193613,0.1569890720647042,0.0,5457.0,0.87,0.8818348491459748,0.604712617926313,G,-1.0317022996193066,0.11990341775060798,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 204489514.01,k2,NON_HABITABLE,132.0,1321.1454689142108,720.5130260073572,10.2236,0.11050325820139999,0.0,6960.0,2.04,1.7222571677982759,8.79816299787277,F,-1.2585975148261617,0.01298144242438637,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 204576757.01,k2,NON_HABITABLE,32.8,431.86001129114015,8.226426946453783,23.277669,0.13645848193609686,0.0,4379.0,0.68,0.6256091314823193,0.15318361578109746,K,-0.8294131475596282,0.19467523667639747,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 204634789.01,k2,NON_HABITABLE,8.4,1134.1177460126805,391.2657766732751,2.2,0.030416774021115693,0.0,4800.0,0.87,0.7756656177204836,0.3619913267642644,K,-1.240266219025365,0.03929442389645433,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 204791347.01,k2,NON_HABITABLE,2.571,602.515749830218,31.168284103440804,1.94297,0.023958668031390053,0.0,3197.0,0.436,0.486,0.017891149055418377,M,-1.0630724810861067,0.1988949510641055,False,False,4,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax,2021.0,,CANDIDATE
EPIC 205252523.01,k2,NON_HABITABLE,3.12,727.8941160822174,66.39144382169312,4.4984354,0.04514277186342211,0.0,4309.0,0.66,0.6064878982255085,0.13529712176264577,K,-1.140794045058156,0.1304892822021249,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 205463986.01,k2,NON_HABITABLE,33.4,1120.4544317111295,372.74864472439936,2.3240489,0.03162755626560598,0.0,5107.0,0.78,0.7814241639697906,0.37286133235545416,K,-1.2385565099942355,0.02790809974825124,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 205570849.01,k2,NON_HABITABLE,5.6,750.6933077203764,75.10856338092971,16.858,0.13150480009857876,0.0,5957.0,1.07,1.0675621472301056,1.298890875852147,G,-1.150912440407343,0.10702011309126944,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 205703094.01,k2,NON_HABITABLE,57.0,1016.2143527797946,252.22061263403182,8.1191,0.08273936630232559,0.0,6040.0,1.2,1.14630777800804,1.7266525600734992,F,-1.2231600958786877,0.029961734018230202,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 205703094.02,k2,NON_HABITABLE,11.0,806.6228558224495,100.12012264487389,16.235,0.13132330135303405,0.0,6040.0,1.2,1.14630777800804,1.7266525600734992,F,-1.172201606932728,0.07760517091340748,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 205943325.01,k2,NON_HABITABLE,2.5,789.4068803500023,91.84233306430177,27.270191,0.19226579660561566,0.0,6171.0,1.612,1.275,3.3950562246105047,F,-1.1661281431622414,0.11540069301596279,False,False,4,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax,2021.0,,CANDIDATE
EPIC 205947214.01,k2,HABITABILITY_ZONE,22.0,267.15446873617094,1.2047281287479117,54.169832,0.22132104713833772,0.0,3836.0,0.55,0.49287140326574785,0.059011205046077604,K,-0.054255189926045104,0.4668342370306657,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 205950854 c,k2,NON_HABITABLE,1.31,960.6,100.49899152888229,8.050722,0.07524822642573589,0.0,5502.7,0.83,0.877,0.5690549955504386,G,-1.1724614868826182,0.08505873053740831,False,False,3,pl_insol;pl_orbeccen;pl_orbsmax,2019.0,,CONFIRMED
EPIC 205996447.01,k2,NON_HABITABLE,21.3,1183.9618590344876,464.7186759073122,0.80032756,0.013780375472144868,0.0,4028.0,0.61,0.5450395996977132,0.08824949479825395,K,-1.2460094620705342,0.02784132854552109,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 206024342 c,k2,NON_HABITABLE,1.4,1942.4081752624106,3366.675568192972,0.911724,0.0186439812209038,0.0,5724.0,1.1,1.0400869450668655,1.1702498145632847,G,-1.2861899772320524,0.01612958460658104,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2021.0,,CONFIRMED
EPIC 206024342 d,k2,NON_HABITABLE,2.6,769.7921612774443,83.0487721382473,14.647531,0.1187060031746547,0.0,5724.0,1.1,1.0400869450668655,1.1702498145632847,G,-1.1587057909084297,0.12069638422937148,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2021.0,,CONFIRMED
EPIC 206032309.01,k2,HABITABILITY_ZONE,1.01,321.82958550005947,2.537132460822577,4.1107634,0.030304011310700926,0.0,2989.0,0.18,0.21970292816700523,0.0023299327217119574,M,-0.444667166261688,0.7082406713459911,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 206042996 b,k2,NON_HABITABLE,1.7,590.702781916818,28.794884639363097,5.2986,0.047335641021580645,0.0,4114.0,0.5,0.5039912158353181,0.0645196300357546,K,-1.053099824429047,0.22389176454935364,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2019.0,,CONFIRMED
EPIC 206042996 c,k2,NON_HABITABLE,1.2,1454.545311224895,1058.6399941395114,0.354884,0.007806777210587425,0.0,4114.0,0.5,0.5039912158353181,0.0645196300357546,K,-1.2675837401431485,0.0333109452669924,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2021.0,,CONFIRMED
EPIC 206049452.01,k2,NON_HABITABLE,2.21,526.15893695719,18.126213202536483,14.454495,0.1008697320767077,0.0,4521.0,0.7,0.655325706853873,0.1844288331175403,K,-0.9862209435887468,0.26596069786347865,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 206056433.01,k2,NON_HABITABLE,2.25,406.3688539369026,6.449424080244854,28.564994,0.1568726465770856,0.0,4418.0,0.68,0.6311808958412621,0.15871405289949508,K,-0.7672358206120504,0.421686357914014,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 206114630.01,k2,NON_HABITABLE,2.2805044,799.6348292486551,96.69546071626262,7.445026,0.07013929624923816,0.0,5277.0,0.825169,0.8304858242086002,0.475695337834204,G,-1.1697836308096148,0.11439745841529858,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
EPIC 206135075.01,k2,NON_HABITABLE,39.1,597.6172008384543,30.166966034114303,54.976021,0.3090435092846633,0.0,6333.0,1.41,1.3028449140195968,2.8811832926546703,F,-1.0590087915258564,0.10144117779233344,False,False,5,pl_eqt;pl_insol;pl_orbeccen;pl_orbsmax;st_mass,2016.0,,CANDIDATE
