rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,habitability_class,radius_similarity,insol_similarity,temp_similarity,in_hz_conservative,is_rocky,is_earth_sized,pl_orbper_log,pl_insol_log,depth_duration_ratio,tmag_bright
2,1001.01,1001,88863718,88863718.01,1,PC,08h10m19.31s,122.580465,,,-05d30m49.87s,-5.513852,,,-4.956,0.102,-0.102,0.0,1.0,-15.555,0.072,-0.072,0.0,1.0,2459987.948873,0.001916,-0.001916,0,1,1.9316462,5.3e-06,-5.3e-06,0,1,3.166,0.647,-0.647,0,1,1286.0,1186.49,-1186.49,0,1,11.2154,2.6242,-2.6242,0,1,44464.5,,,,,4045.0,,,,,9.42344,0.006,-0.006,0,1,295.862,5.91,-5.91,0,1,7070.0,126.4,-126.4,0,1,4.03,0.09,-0.09,0,1,2.01,0.09,-0.09,0,1,2019-07-24 15:58:33,2023-04-03 14:31:04,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.0755641082577023,10.702468886569799,406.19064870794415,1
8,1007.01,1007,65212867,65212867.01,1,PC,07h31m00.57s,112.752393,,,-04d27m48.09s,-4.463359,,,0.357,0.058,-0.058,0.0,1.0,3.399,0.045,-0.045,0.0,1.0,2459247.930695,0.0013,-0.0013,0,1,6.9989206,1.37e-05,-1.37e-05,0,1,3.953,0.437,-0.437,0,1,2840.0,0.943618,-0.943618,0,1,14.7752,0.764705,-0.764705,0,1,448.744,,,,,1282.0,,,,,8.87759,0.006,-0.006,0,1,283.291,3.0025,-3.0025,0,1,6596.0,139.2,-139.2,0,1,3.71,0.09,-0.09,0,1,2.7,0.13,-0.13,0,1,2019-07-24 15:58:33,2021-10-29 12:59:15,NON_HABITABLE,0.0,0.0,0.0,0,0,0,2.079306607576639,6.108678531996795,718.4415081099145,1
13,1011.01,1011,114018671,114018671.01,1,PC,07h35m56.34s,113.984761,,,-32d50m31.2s,-32.841999,,,145.102,0.046,-0.046,0.0,1.0,-134.901,0.052,-0.052,0.0,1.0,2459984.627768,0.002619,-0.002619,0,1,2.4704981,7.3e-06,-7.3e-06,0,1,2.191,0.482,-0.482,0,1,250.0,18.1279,-18.1279,0,1,1.44656,0.107503,-0.107503,0,1,575.597,,,,,1364.0,,,,,8.2388,0.006,-0.006,0,1,52.62,0.0793,-0.0793,0,1,5413.7,132.8,-132.8,0,1,4.46,0.09,-0.09,0,1,0.94,0.05,-0.05,0,1,2019-07-24 15:58:33,2023-03-22 16:02:02,NON_HABITABLE,0.955344,0.0,0.0,0,1,0,1.2442981283258057,6.357143582277135,114.10309716882831,1
21,1019.01,1019,341420329,341420329.01,1,PC,08h00m35.52s,120.147994,,,-54d52m42.79s,-54.878552,,,-11.732,0.047,-0.047,0.0,1.0,2.586,0.061,-0.061,0.0,1.0,2459232.446864,0.00012,-0.00012,0,1,5.2341008,1.2e-06,-1.2e-06,0,1,3.7078139,0.0125204,-0.0125204,0,1,20796.9416293,50.80361,-50.80361,0,1,24.2931408,0.7497171,-0.7497171,0,1,1453.6663847,,,,,1574.8381848,,,,,10.6348,0.006,-0.006,0,1,399.544,4.1635,-4.1635,0,1,7645.0,134.4,-134.4,0,1,4.3,0.08,-0.08,0,1,1.56203,0.0481257,-0.0481257,0,1,2019-07-24 17:08:12,2024-02-16 10:08:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.8300343506080698,7.282531864448902,5608.9481784271375,0
30,1027.01,1027,20318757,20318757.01,1,PC,11h08m31.99s,167.133275,,,-29d39m11.29s,-29.653135,,,-87.554,0.073,-0.073,0.0,1.0,12.992,0.057,-0.057,0.0,1.0,2460037.86905,0.001406,-0.001406,0,1,3.2834565,4.6e-06,-4.6e-06,0,1,1.537,0.709,-0.709,0,1,1558.0,185.42,-185.42,0,1,2.87648,0.314177,-0.314177,0,1,161.092,,,,,992.0,,,,,10.2103,0.006,-0.006,0,1,56.3449,0.13245,-0.13245,0,1,4272.0,122.7,-122.7,0,1,4.6,0.11,-0.11,0,1,0.68,0.06,-0.06,0,1,2019-07-24 18:44:12,2023-06-05 12:03:22,NON_HABITABLE,0.812352,0.0,0.0,0,0,0,1.454760277123519,5.088164075272071,1013.6623203237995,0
31,1027.02,1027,20318757,20318757.02,2,PC,11h08m31.99s,167.133275,,,-29d39m11.29s,-29.653135,,,-87.554,0.073,-0.073,0.0,1.0,12.992,0.057,-0.057,0.0,1.0,2460032.53325,0.002913,-0.002913,0,1,11.02875,3.54e-05,-3.54e-05,0,1,2.715,0.404,-0.404,0,1,1694.0,104.432,-104.432,0,1,2.76586,0.268927,-0.268927,0,1,15.0463,,,,,548.0,,,,,10.2103,0.006,-0.006,0,1,56.3449,0.13245,-0.13245,0,1,4272.0,122.7,-122.7,0,1,4.6,0.11,-0.11,0,1,0.68,0.06,-0.06,0,1,2021-06-03 22:37:59,2024-09-01 12:02:56,NON_HABITABLE,0.823414,0.0,0.41400000000000003,0,0,0,2.4872996176884734,2.7754782934049778,623.9408383274997,0
32,1027.03,1027,20318757,20318757.03,3,PC,11h08m31.99s,167.133275,,,-29d39m11.29s,-29.653135,,,-87.554,0.073,-0.073,0.0,1.0,12.992,0.057,-0.057,0.0,1.0,2460032.57304,0.002567,-0.002567,0,1,5.0113292,1.2e-05,-1.2e-05,0,1,1.024,0.471,-0.471,0,1,1210.0,182.035,-182.035,0,1,2.52314,0.302798,-0.302798,0,1,17.1793,,,,,567.0,,,,,10.2103,0.006,-0.006,0,1,56.3449,0.13245,-0.13245,0,1,4272.0,122.7,-122.7,0,1,4.6,0.11,-0.11,0,1,0.68,0.06,-0.06,0,1,2023-05-18 23:08:27,2023-06-05 12:03:22,NON_HABITABLE,0.8476859999999999,0.0,0.376,0,0,0,1.7936458888192612,2.9002835841576555,1181.639471055204,0
38,1032.01,1032,146589986,146589986.01,1,PC,10h36m53.16s,159.221506,,,-42d32m29.9s,-42.541639,,,-15.15,0.072,-0.072,0.0,1.0,6.437,0.087,-0.087,0.0,1.0,2459283.828685,0.000897,-0.000897,0,1,5.6643704,1.09e-05,-1.09e-05,0,1,3.8087395,0.0887935,-0.0887935,0,1,3491.8232968,95.25267,-95.25267,0,1,14.7738943,0.7471176,-0.7471176,0,1,7657.6621505,,,,,2385.8536488,,,,,9.7611,0.006,-0.006,0,1,587.196,18.7865,-18.7865,0,1,10395.0,320.6,-320.6,0,1,4.13,0.07,-0.07,0,1,2.3383701,0.109357,-0.109357,0,1,2019-07-24 18:44:12,2024-01-17 10:08:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.8967754855527996,8.943592593499131,916.7921250607649,1
41,1035.01,1035,361413119,361413119.01,1,PC,09h36m36.07s,144.150273,,,-61d34m59.46s,-61.583182,,,-9.506,0.239,-0.239,0.0,1.0,16.897,0.207,-0.207,0.0,1.0,2459286.872605,0.000437,-0.000437,0,1,6.0744477,5.9e-06,-5.9e-06,0,1,2.4954821,0.0518881,-0.0518881,0,1,5982.5212406,93.93912,-93.93912,0,1,30.9493217,11.697444,-11.697444,0,1,1487.5644344,,,,,1583.9398898,,,,,10.1126,0.006,-0.006,0,1,347.556,13.63,-13.63,0,1,5964.0,128.4,-128.4,0,1,3.7,0.09,-0.09,0,1,2.4303801,0.151568,-0.151568,0,1,2019-07-24 18:44:12,2025-07-09 16:00:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.9564893768779394,7.305567467661351,2397.339914103205,0
42,1036.01,1036,146172354,146172354.01,1,PC,10h31m28.11s,157.867112,,,-42d14m25.61s,-42.240448,,,10.992,0.037,-0.037,0.0,1.0,-57.748,0.049,-0.049,0.0,1.0,2460037.172273,0.001095,-0.001095,0,1,3.7795212,4e-06,-4e-06,0,1,2.952,0.158,-0.158,0,1,2761.0,60.2474,-60.2474,0,1,5.98375,0.311897,-0.311897,0,1,466.528,,,,,1294.0,,,,,10.2855,0.006,-0.006,0,1,184.015,0.962,-0.962,0,1,5771.0,132.3,-132.3,0,1,4.31,0.08,-0.08,0,1,1.18,0.06,-0.06,0,1,2019-07-24 18:44:12,2023-05-05 16:02:01,NON_HABITABLE,0.501625,0.0,0.0,0,0,0,1.5643403741222623,6.147459239983353,935.2977861457364,0
49,1042.01,1042,360286627,360286627.01,1,PC,09h27m54.05s,141.975215,,,-61d19m48.14s,-61.33004,,,-11.595,0.056,-0.056,0.0,1.0,3.139,0.057,-0.057,0.0,1.0,2459281.337956,0.001287,-0.001287,0,1,0.758082,7.3e-06,-7.3e-06,0,1,1.8184632,0.1306038,-0.1306038,0,1,583.93181,58.10249,-58.10249,0,1,10.1273702,0.6658212,-0.6658212,0,1,216218.1005011,,,,,5499.7476332,,,,,9.718,0.006,-0.006,0,1,792.633,19.4965,-19.4965,0,1,9917.0,199.6,-199.6,0,1,3.75,0.06,-0.06,0,1,3.5086601,0.120121,-0.120121,0,1,2019-07-24 18:44:12,2025-07-09 16:00:02,NON_HABITABLE,0.08726297999999999,0.0,0.0,0,0,0,0.5642234420887299,12.284047526728498,321.11262349844446,1
60,1052.01,1052,317060587,317060587.01,1,CP,22h30m02.47s,337.510274,,,-75d38m47.62s,-75.646561,,,-63.327,0.046,-0.046,0.0,1.0,-1.942,0.044,-0.044,0.0,1.0,2458332.941229,0.002642,-0.002642,0,1,9.139804,0.0001109,-0.0001109,0,1,3.0912936,0.6627002,-0.6627002,0,1,358.4157801,33.721474,-33.721474,0,1,3.0629855,2.8175755,-2.8175755,0,1,243.011763,,,,,1006.9932829,,,,,9.0197,0.006,-0.006,0,1,129.804,0.5575,-0.5575,0,1,5958.2,76.0,-76.0,0,1,4.34,0.12,-0.12,0,1,1.58,0.165123,-0.165123,0,1,2019-08-16 20:20:47,2023-07-24 12:03:31,NON_HABITABLE,0.79370145,0.0,0.0,0,0,0,2.316468668587662,5.497216433147578,115.94358560973126,1
62,1054.01,1054,366989877,366989877.01,1,CP,20h08m27.4s,302.114174,,,-54d19m03s,-54.317501,,,1.594,0.054,-0.054,0.0,1.0,-15.903,0.049,-0.049,0.0,1.0,2460122.700139,0.019948,-0.019948,0,1,15.5077855,0.0002372,-0.0002372,0,1,4.565,0.427,-0.427,0,1,513.0,25.4443,-25.4443,0,1,2.43432,0.142957,-0.142957,0,1,88.0718,,,,,853.0,,,,,8.4362,0.006,-0.006,0,1,88.4343,0.28175,-0.28175,0,1,6122.0,194.0,-194.0,0,1,4.30881,0.268555,-0.268555,0,1,1.17,0.05,-0.05,0,1,2019-08-16 20:20:48,2023-09-14 16:02:01,NON_HABITABLE,0.856568,0.0,0.0,0,0,0,2.8038321181058925,4.489442786064102,112.37675522962644,1
63,1055.01,1055,320004517,320004517.01,1,CP,19h33m08.79s,293.286615,,,-54d31m57.82s,-54.532728,,,108.439,0.074,-0.074,0.0,1.0,-82.632,0.052,-0.052,0.0,1.0,2458661.062711,0.000867,-0.000867,0,1,17.4713078,1.76e-05,-1.76e-05,0,1,4.4284819,0.0990118,-0.0990118,0,1,1199.7541483,28.872627,-28.872627,0,1,3.5766828,0.2409907,-0.2409907,0,1,53.3700317,,,,,689.3568807,,,,,8.0888,0.006,-0.006,0,1,57.2651,0.18695,-0.18695,0,1,5783.54,7.82429,-7.82429,0,1,4.49925,0.019231,-0.019231,0,1,0.974669,0.0546984,-0.0546984,0,1,2019-08-16 20:20:47,2024-10-01 10:08:01,NON_HABITABLE,0.74233172,0.0,0.13128623859999988,0,0,0,2.916218598418061,3.995813114199778,270.9176427665555,1
64,1056.01,1056,421894914,421894914.01,1,PC,22h37m02.09s,339.258703,,,-76d55m03.38s,-76.917605,,,9.716,0.041,-0.041,0.0,1.0,-20.168,0.044,-0.044,0.0,1.0,2458326.062424,0.001997,-0.001997,0,1,5.3079507,1.91e-05,-1.91e-05,0,1,3.2158594,0.2920944,-0.2920944,0,1,391.3830934,26.766296,-26.766296,0,1,3.0486928,0.3630359,-0.3630359,0,1,603.2401116,,,,,1263.9861129,,,,,9.6663,0.006,-0.006,0,1,168.354,0.6765,-0.6765,0,1,6124.3,83.0,-83.0,0,1,4.38,0.16,-0.16,0,1,1.36963,0.0633668,-0.0633668,0,1,2019-08-16 20:20:50,2024-03-14 16:54:32,NON_HABITABLE,0.79513072,0.0,0.0,0,0,0,1.841810853597835,6.4039716546999985,121.7040059947876,1
65,1057.01,1057,323132914,323132914.01,1,PC,08h31m59.26s,127.996917,,,-78d24m27.23s,-78.407564,,,117.721,0.081,-0.081,0.0,1.0,-24.565,0.076,-0.076,0.0,1.0,2458607.350901,0.00308,-0.00308,0,1,51.1701501,0.0001962,-0.0001962,0,1,6.6641048,0.2877187,-0.2877187,0,1,851.4547808,36.121876,-36.121876,0,1,2.9366826,0.26575,-0.26575,0,1,11.2148229,,,,,466.7322968,,,,,9.4091,0.006,-0.006,0,1,98.2855,0.26725,-0.26725,0,1,5599.0,187.0,-187.0,0,1,4.46138,0.26998,-0.26998,0,1,0.943356,0.0456583,-0.0456583,0,1,2019-08-16 20:20:47,2024-12-05 16:02:02,NON_HABITABLE,0.80633174,0.0,0.5765354064000001,0,0,0,3.954510494162614,2.5026502060372633,127.7672963715552,1
66,1058.01,1058,31553893,31553893.01,1,PC,19h15m38.83s,288.911772,,,-31d47m26.93s,-31.790813,,,3.226,0.082,-0.082,0.0,1.0,-16.323,0.067,-0.067,0.0,1.0,2458663.023129,0.004563,-0.004563,0,1,11.1296441,6.03e-05,-6.03e-05,0,1,7.0473822,0.3110119,-0.3110119,0,1,951.6169809,60.711002,-60.711002,0,1,12.8402271,0.8162001,-0.8162001,0,1,1255.6817164,,,,,1518.2372485,,,,,9.3781,0.007,-0.007,0,1,338.831,6.705,-6.705,0,1,5785.0,189.0,-189.0,0,1,4.344,2.00356,-2.00356,0,1,3.4475601,0.174417,-0.174417,0,1,2019-08-16 20:20:41,2024-04-25 10:08:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,2.495652382047365,7.136229967617355,135.03125257897145,1
67,1059.01,1059,380783252,380783252.01,1,PC,17h58m51.48s,269.714503,,,-60d55m21.82s,-60.922727,,,4.297,0.037,-0.037,0.0,1.0,-207.409,0.034,-0.034,0.0,1.0,2460106.337519,0.000382,-0.000382,0,1,9.4496506,2.8e-06,-2.8e-06,0,1,2.021,0.027,-0.027,0,1,19750.0,16.7663,-16.7663,0,1,17.0216,1.10249,-1.10249,0,1,38.5799,,,,,694.0,,,,,9.7825,0.006,-0.006,0,1,98.8783,0.4197,-0.4197,0,1,5509.0,186.0,-186.0,0,1,4.39758,2.00408,-2.00408,0,1,0.94,0.06,-0.06,0,1,2019-08-16 20:20:49,2023-10-16 16:02:02,NON_HABITABLE,0.0,0.0,0.122,0,0,0,2.3465685424451457,3.6783214136426783,9772.385070566515,1
71,1062.01,1062,299799658,299799658.01,1,CP,02h32m29.03s,38.120968,,,-78d01m25.26s,-78.023683,,,107.847,0.045,-0.045,0.0,1.0,30.732,0.042,-0.042,0.0,1.0,2460177.200429,0.001332,-0.001332,0,1,4.1150576,5.6e-06,-5.6e-06,0,1,1.08,0.323,-0.323,0,1,487.0,50.8548,-50.8548,0,1,2.30057,0.16833,-0.16833,0,1,77.3573,,,,,826.0,,,,,9.478,0.006,-0.006,0,1,82.1733,0.1632,-0.1632,0,1,5394.0,185.0,-185.0,0,1,4.50942,0.276077,-0.276077,0,1,0.89,0.05,-0.05,0,1,2019-08-16 20:20:47,2023-10-16 16:02:02,NON_HABITABLE,0.869943,0.0,0.0,0,0,0,1.6321886603372526,4.361279136127423,450.92550840230706,1
72,1063.01,1063,406976746,406976746.01,1,PC,15h22m13.32s,230.555493,,,-83d03m22.37s,-83.056214,,,-89.125,0.041,-0.041,0.0,1.0,-9.6,0.044,-0.044,0.0,1.0,2458629.391681,0.001492,-0.001492,0,1,10.0665238,2.37e-05,-2.37e-05,0,1,2.4023189,0.1599323,-0.1599323,0,1,839.9044871,47.550835,-47.550835,0,1,2.7272824,0.2128311,-0.2128311,0,1,54.8791715,,,,,694.1792631,,,,,9.0689,0.006,-0.006,0,1,61.1201,0.1009,-0.1009,0,1,5552.0,187.0,-187.0,0,1,4.61783,0.263463,-0.263463,0,1,0.791742,0.0453065,-0.0453065,0,1,2019-08-16 20:20:49,2025-07-09 16:00:02,NON_HABITABLE,0.82727176,0.0,0.12164147380000012,0,0,0,2.4039246775324488,4.023191707865105,349.6222493515539,1
73,1064.01,1064,79748331,79748331.01,1,CP,19h44m00.94s,296.003935,,,-47d33m43.31s,-47.56203,,,-3.457,0.124,-0.124,0.0,1.0,-100.891,0.072,-0.072,0.0,1.0,2458656.668478,0.001185,-0.001185,0,1,6.4438657,1.65e-05,-1.65e-05,0,1,1.9309449,0.3014965,-0.3014965,0,1,1121.9512275,76.157646,-76.157646,0,1,2.460344,1.638728,-1.638728,0,1,60.831305,,,,,712.2812841,,,,,10.0059,0.006,-0.006,0,1,68.0726,0.362,-0.362,0,1,4803.0,178.0,-178.0,0,1,4.52079,2.00348,-2.00348,0,1,0.737189,0.0567035,-0.0567035,0,1,2019-08-16 20:20:42,2024-04-25 10:08:01,NON_HABITABLE,0.8539656,0.0,0.08543743179999996,0,0,0,2.007390297241652,4.124409789606841,581.0371111381214,0
74,1064.02,1064,79748331,79748331.02,2,CP,19h44m00.94s,296.003935,,,-47d33m43.31s,-47.56203,,,-3.457,0.124,-0.124,0.0,1.0,-100.891,0.072,-0.072,0.0,1.0,2458664.490132,0.001696,-0.001696,0,1,12.2265595,2.69e-05,-2.69e-05,0,1,2.1904379,0.4219775,-0.4219775,0,1,1206.3693293,86.60944,-86.60944,0,1,2.6014766,1.7533404,-1.7533404,0,1,25.8970378,,,,,575.3502049,,,,,10.0059,0.006,-0.006,0,1,68.0726,0.362,-0.362,0,1,4803.0,178.0,-178.0,0,1,4.52079,2.00348,-2.00348,0,1,0.737189,0.0567035,-0.0567035,0,1,2019-08-16 20:20:42,2024-04-25 10:08:01,NON_HABITABLE,0.83985234,0.0,0.3592995902,0,0,0,2.58222689139719,3.2920161615851478,550.743200049999,0
84,1073.01,1073,158297421,158297421.01,1,CP,19h09m56.26s,287.484402,,,-49d39m53.79s,-49.664942,,,3.827,0.058,-0.058,0.0,1.0,4.878,0.038,-0.038,0.0,1.0,2459036.472812,0.001293,-0.001293,0,1,3.9228016,1.22e-05,-1.22e-05,0,1,1.8736007,0.0798146,-0.0798146,0,1,31510.9004906,1047.8658,-1047.8658,0,1,13.3368705,0.4312808,-0.4312808,0,1,91.167589,,,,,788.0973496,,,,,13.6699,0.006,-0.006,0,1,300.67,3.806,-3.806,0,1,4444.0,168.0,-168.0,0,1,4.438,0.08130604999999999,-0.08130604999999999,0,1,0.6983,0.06,-0.06,0,1,2019-08-16 20:20:43,2021-12-09 10:10:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.5938777993342739,4.523608539477481,16818.356052196155,0
85,1074.01,1074,327301957,327301957.01,1,PC,20h43m02.64s,310.761004,,,-72d00m36.96s,-72.010267,,,20.031,0.042,-0.042,0.0,1.0,42.175,0.054,-0.054,0.0,1.0,2458662.652685,0.003188,-0.003188,0,1,13.9428705,5.85e-05,-5.85e-05,0,1,3.7522756,0.6019145,-0.6019145,0,1,1015.395543,87.93079,-87.93079,0,1,2.4233421,1.1757723,-1.1757723,0,1,28.0927293,,,,,587.1759148,,,,,10.6339,0.006,-0.006,0,1,107.356,0.408,-0.408,0,1,5206.0,183.0,-183.0,0,1,4.63095,0.280579,-0.280579,0,1,0.741671,0.0479724,-0.0479724,0,1,2019-08-16 20:20:47,2024-09-19 10:08:01,NON_HABITABLE,0.85766579,0.0,0.33564817040000006,0,0,0,2.704234296456563,3.3704882907255005,270.6078605718992,0
86,1075.01,1075,351601843,351601843.01,1,CP,20h39m53.09s,309.971209,,,-65d26m58.92s,-65.449699,,,-99.737,0.023,-0.023,0.0,1.0,-59.95,0.039,-0.039,0.0,1.0,2458654.249503,0.000554,-0.000554,0,1,0.6047392,5.6e-06,-5.6e-06,0,1,1.0403847,0.2214539,-0.2214539,0,1,1027.6833479,64.46101,-64.46101,0,1,1.8625587,1.4926332,-1.4926332,0,1,528.0253155,,,,,1222.5973095,,,,,11.1186,0.007,-0.007,0,1,61.4592,0.09435,-0.09435,0,1,4046.0,170.0,-170.0,0,1,4.60963,0.230678,-0.230678,0,1,0.580337,0.0172756,-0.0172756,0,1,2019-08-16 20:20:48,2024-09-09 10:08:01,NON_HABITABLE,0.91374413,0.0,0.0,0,1,0,0.47296125116685145,6.271036286100791,987.7907279002394,0
88,1077.01,1077,369960846,369960846.01,1,PC,11h35m14.59s,173.810798,,,-88d05m46.37s,-88.096213,,,-22.788,0.032,-0.032,0.0,1.0,9.977,0.031,-0.031,0.0,1.0,2458654.102739,0.000206,-0.000206,0,1,1.6062693,1e-06,-1e-06,0,1,1.9561305,0.0446816,-0.0446816,0,1,16725.3019333,216.14401,-216.14401,0,1,12.6436029,0.3239791,-0.3239791,0,1,844.2700581,,,,,1374.8018137,,,,,13.461,0.006,-0.006,0,1,463.683,3.3225,-3.3225,0,1,5192.0,182.0,-182.0,0,1,4.4617,2.00368,-2.00368,0,1,0.984326,0.06,-0.06,0,1,2019-08-16 20:20:48,2024-03-14 16:54:32,NON_HABITABLE,0.0,0.0,0.0,0,0,0,0.957919811813335,6.739656171682063,8550.19303830034,0
89,1078.01,1078,370133522,370133522.01,1,CP,20h27m42.88s,306.928646,,,-56d27m44.23s,-56.462287,,,424.414,0.073,-0.073,0.0,1.0,-1230.62,0.073,-0.073,0.0,1.0,2458654.10332,0.000362,-0.000362,0,1,0.5182425,4.2e-06,-4.2e-06,0,1,0.8565249,0.0753501,-0.0753501,0,1,831.8920424,40.76848,-40.76848,0,1,1.3485121,0.0900143,-0.0900143,0,1,255.1405815,,,,,1019.3295979,,,,,10.1165,0.007,-0.007,0,1,20.373,0.0192,-0.0192,0,1,3325.0,102.0,-102.0,0,1,4.88693,0.098941,-0.098941,0,1,0.390989,0.0117402,-0.0117402,0,1,2019-08-16 20:20:48,2024-09-09 10:08:01,NON_HABITABLE,0.96514879,0.0,0.0,0,1,0,0.4175534158854376,5.545726440238185,971.2397983528577,0
90,1079.01,1079,379240073,379240073.01,1,PC,18h52m28.68s,283.119492,,,-55d23m16.54s,-55.387928,,,-1.479,0.049,-0.049,0.0,1.0,-2.677,0.043,-0.043,0.0,1.0,2458656.380357,0.00199,-0.00199,0,1,3.1644075,1.22e-05,-1.22e-05,0,1,2.0576293,0.2198119,-0.2198119,0,1,5603.4635466,592.0081,-592.0081,0,1,14.8814743,1.1265037,-1.1265037,0,1,2206.1550476,,,,,1747.9490013,,,,,13.1284,0.006,-0.006,0,1,1179.27,45.91,-45.91,0,1,6519.0,194.0,-194.0,0,1,4.22068,0.08130604999999999,-0.08130604999999999,0,1,1.7234,0.06,-0.06,0,1,2019-08-16 20:20:49,2024-02-29 10:08:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.426574008596572,7.6994596564397915,2723.2606103244107,0
92,1080.01,1080,161032923,161032923.01,1,PC,18h25m28.4s,276.368325,,,-52d12m52.46s,-52.214573,,,-270.293,0.107,-0.107,0.0,1.0,-69.552,0.109,-0.109,0.0,1.0,2458654.060577,0.001219,-0.001219,0,1,3.9652485,1.22e-05,-1.22e-05,0,1,1.0112593,0.5740471,-0.5740471,0,1,3680.7544436,458.06815,-458.06815,0,1,1.2305102,1.0583848,-1.0583848,0,1,5.2829448,,,,,386.6684768,,,,,12.7067,0.007,-0.007,0,1,25.559,0.0541,-0.0541,0,1,3296.0,64.0,-64.0,0,1,4.96636,0.407584,-0.407584,0,1,0.199988,0.0059812,-0.0059812,0,1,2019-08-16 20:20:43,2024-04-25 10:08:01,NON_HABITABLE,0.97694898,0.57170552,0.7366630463999999,0,1,1,1.602463346597126,1.8378387877702476,3639.7695465747047,0
93,1081.01,1081,253728991,253728991.01,1,PC,18h48m33.7s,282.140409,,,-40d06m42.37s,-40.11177,,,-5.214,1.083,-1.083,0.0,1.0,-5.918,1.083,-1.083,0.0,1.0,2458654.026119,0.002567,-0.002567,0,1,2.98278,0.000442,-0.000442,0,1,3.109528,0.110696,-0.110696,0,1,6136.231662,315.89865,-315.89865,0,1,11.467011,11.475316,-11.475316,0,1,270.6876112,,,,,1098.47568215,,,,,11.5247,0.006,-0.006,0,1,354.05,4.2925,-4.2925,0,1,6027.0,192.0,-192.0,0,1,4.29978,2.0042,-2.0042,0,1,1.23975,1.23975,-1.23975,0,1,2019-08-16 20:20:44,2021-10-29 12:59:15,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.3819800679263348,5.604652918042693,1973.363702991675,0
94,1082.01,1082,261108236,261108236.01,1,PC,05h33m06.19s,83.275809,,,-80d48m55.72s,-80.815478,,,-10.282,0.042,-0.042,0.0,1.0,45.685,0.05,-0.05,0.0,1.0,2458626.085696,0.003152,-0.003152,0,1,16.3469053,5.04e-05,-5.04e-05,0,1,3.5865698,0.2242998,-0.2242998,0,1,2212.4257252,107.20914,-107.20914,0,1,3.5059571,0.3785092,-0.3785092,0,1,8.9995944,,,,,441.7489067,,,,,11.8835,0.006,-0.006,0,1,100.248,0.25385,-0.25385,0,1,4310.0,173.0,-173.0,0,1,4.57345,0.230511,-0.230511,0,1,0.649613,0.0616131,-0.0616131,0,1,2019-08-16 20:20:45,2024-03-11 10:08:02,NON_HABITABLE,0.74940429,0.20004056000000003,0.6265021866,0,0,0,2.853414121607168,2.3025445321714666,616.8638090735585,0
95,1083.01,1083,322270620,322270620.01,1,PC,19h47m17.33s,296.822194,,,-87d19m22.12s,-87.32281,,,-82.691,0.045,-0.045,0.0,1.0,-290.716,0.055,-0.055,0.0,1.0,2458627.915974,0.002201,-0.002201,0,1,12.9802953,3.43e-05,-3.43e-05,0,1,2.5034417,0.8578907,-0.8578907,0,1,2407.2608671,199.78712,-199.78712,0,1,2.4241912,1.6760336,-1.6760336,0,1,4.7341229,,,,,376.2093904,,,,,12.0936,0.007,-0.007,0,1,68.9109,0.125,-0.125,0,1,3614.0,64.0,-64.0,0,1,4.81257,0.359456,-0.359456,0,1,0.491323,0.0146852,-0.0146852,0,1,2019-08-16 20:20:47,2024-12-05 16:02:02,NON_HABITABLE,0.85758088,0.62658771,0.7575812192,0,0,0,2.63764885961548,1.7464348007857207,961.5801740139686,0
