rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,habitability_class,radius_similarity,insol_similarity,temp_similarity,in_hz_conservative,is_rocky,is_earth_sized,pl_orbper_log,pl_insol_log,depth_duration_ratio,tmag_bright
631,1532.01,1532,327579226,327579226.01,1,PC,00h18m56.7s,4.736238,,,+57d12m02.26s,57.200629,,,13.935,0.04,-0.04,0.0,1.0,-5.6,0.035,-0.035,0.0,1.0,2460446.002489,0.000528,-0.000528,0,1,8.905407,4.9e-06,-4.9e-06,0,1,2.71,0.316,-0.316,0,1,6702.0,136.817,-136.817,0,1,12.3602,0.537587,-0.537587,0,1,236.656,,,,,1092.0,,,,,10.1786,0.006,-0.006,0,1,259.563,2.074,-2.074,0,1,6659.0,172.5,-172.5,0,1,4.29,0.09,-0.09,0,1,1.41,0.06,-0.06,0,1,2019-12-05 21:41:10,2024-08-24 10:08:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,2.2930807696647335,5.4708242499535995,2473.0618180583697,0
632,1533.01,1533,345143460,345143460.01,1,PC,23h40m59.21s,355.246721,,,+57d29m06.87s,57.485242,,,19.799,0.045,-0.045,0.0,1.0,-34.45,0.047,-0.047,0.0,1.0,2460446.421805,0.001733,-0.001733,0,1,3.6458046,7e-06,-7e-06,0,1,1.828,0.436,-0.436,0,1,1168.0,60.0418,-60.0418,0,1,2.93272,0.198607,-0.198607,0,1,173.908,,,,,1011.0,,,,,10.1128,0.006,-0.006,0,1,100.051,0.2983,-0.2983,0,1,5053.0,119.9,-119.9,0,1,4.48,0.08,-0.08,0,1,0.88,0.05,-0.05,0,1,2019-12-05 21:41:10,2024-08-21 10:08:02,NON_HABITABLE,0.806728,0.0,0.0,0,0,0,1.5359645757797389,5.164260121401594,638.9493222377887,0
633,1533.02,1533,345143460,345143460.02,2,PC,23h40m59.21s,355.246721,,,+57d29m06.87s,57.485242,,,19.799,0.045,-0.045,0.0,1.0,-34.45,0.047,-0.047,0.0,1.0,2460442.544963,0.001201,-0.001201,0,1,8.0637954,1.21e-05,-1.21e-05,0,1,0.804,0.28,-0.28,0,1,2301.0,6112.54,-6112.54,0,1,9.29431,3.12643,-3.12643,0,1,25.9007,,,,,628.0,,,,,10.1128,0.006,-0.006,0,1,100.051,0.2983,-0.2983,0,1,5053.0,119.9,-119.9,0,1,4.48,0.08,-0.08,0,1,0.88,0.05,-0.05,0,1,2023-03-23 19:42:54,2024-08-16 10:08:02,NON_HABITABLE,0.17056900000000008,0.0,0.254,0,0,0,2.2042879506554014,3.292152308574052,2861.9367388846526,0
637,1537.01,1537,173612049,173612049.01,1,PC,23h14m19.55s,348.58145,,,+44d30m31.53s,44.508759,,,-19.88,0.057,-0.057,0.0,1.0,-21.305,0.051,-0.051,0.0,1.0,2459874.874599,0.003123,-0.003123,0,1,6.4902646,2.88e-05,-2.88e-05,0,1,2.545,0.479,-0.479,0,1,1080.0,80.1201,-80.1201,0,1,3.24146,0.208758,-0.208758,0,1,159.69,,,,,990.0,,,,,10.473,0.006,-0.006,0,1,165.589,1.0385,-1.0385,0,1,5999.0,169.8,-169.8,0,1,4.52,0.08,-0.08,0,1,0.96,0.05,-0.05,0,1,2019-12-05 21:41:10,2022-12-13 16:47:38,NON_HABITABLE,0.775854,0.0,0.0,0,0,0,2.0136041240079443,5.079477043053662,424.3613263806183,0
638,1538.01,1538,177244357,177244357.01,1,PC,23h47m58.97s,356.995693,,,+47d39m20.16s,47.655601,,,-10.168,0.034,-0.034,0.0,1.0,-19.819,0.027,-0.027,0.0,1.0,2458768.84707,0.00567,-0.00567,0,1,6.54692,0.00492,-0.00492,0,1,4.589,0.638,-0.638,0,1,2400.0,7.33841,-7.33841,0,1,5.62882,0.417552,-0.417552,0,1,483.652,,,,,1306.0,,,,,9.8931,0.006,-0.006,0,1,160.251,0.6395,-0.6395,0,1,6034.0,121.7,-121.7,0,1,4.39,0.08,-0.08,0,1,1.12,0.05,-0.05,0,1,2019-12-05 21:41:10,2021-10-29 12:59:15,NON_HABITABLE,0.537118,0.0,0.0,0,0,0,2.0211395330080433,6.183431107619466,522.9896441513087,1
647,1546.01,1546,194203348,194203348.01,1,PC,00h04m47.24s,1.196825,,,+41d35m37.97s,41.59388,,,-23.294,0.134,-0.134,0.0,1.0,-29.277,0.083,-0.083,0.0,1.0,2458764.83324,0.00821,-0.00821,0,1,1.13345,0.0006,-0.0006,0,1,1.894,0.435,-0.435,0,1,490.0,1.8831,-1.8831,0,1,3.03424,0.268139,-0.268139,0,1,3611.25,,,,,2159.0,,,,,9.87731,0.006,-0.006,0,1,210.101,5.846,-5.846,0,1,6223.0,106.3,-106.3,0,1,4.23,0.08,-0.08,0,1,1.4,0.08,-0.08,0,1,2019-12-05 21:41:10,2023-08-23 12:03:37,NON_HABITABLE,0.796576,0.0,0.0,0,0,0,0.7577403877022098,8.19208612587372,258.7115846295752,1
651,155.01,155,129637892,129637892.01,1,PC,21h24m27.6s,321.11498,,,-37d51m00.65s,-37.850181,,,7.193,0.049,-0.049,0.0,1.0,-6.279,0.051,-0.051,0.0,1.0,2460168.813769,0.001814,-0.001814,0,1,5.4499753,7.9e-06,-7.9e-06,0,1,4.319,0.361,-0.361,0,1,973.0,23.9056,-23.9056,0,1,5.28759,0.246683,-0.246683,0,1,839.203,,,,,1499.0,,,,,9.0284,0.006,-0.006,0,1,187.131,1.351,-1.351,0,1,6220.5,151.8,-151.8,0,1,3.99,0.36,-0.36,0,1,1.79,0.08,-0.08,0,1,2018-09-05 18:34:59,2023-11-16 16:02:02,NON_HABITABLE,0.571241,0.0,0.0,0,0,0,1.8640763013429844,6.733643529307341,225.28357830896542,1
653,1551.01,1551,288348498,288348498.01,1,PC,01h18m48.09s,19.700387,,,+41d30m22s,41.506112,,,-11.252,0.069,-0.069,0.0,1.0,-16.638,0.076,-0.076,0.0,1.0,2458765.11138,0.00229,-0.00229,0,1,1.67546,0.00029,-0.00029,0,1,1.202,0.196,-0.196,0,1,1250.0,2.65702,-2.65702,0,1,6.44889,0.417778,-0.417778,0,1,855.787,,,,,1506.0,,,,,9.967,0.008,-0.008,0,1,313.229,5.0305,-5.0305,0,1,6745.5,110.1,-110.1,0,1,4.09,0.09,-0.09,0,1,1.78,0.07,-0.07,0,1,2019-12-05 21:41:11,2021-10-29 12:59:15,NON_HABITABLE,0.45511100000000004,0.0,0.0,0,0,0,0.9841213281809162,6.753189346282671,1039.9325790910325,1
661,1559.01,1559,241040309,241040309.01,1,PC,01h22m52.18s,20.717398,,,+48d57m19.31s,48.955364,,,3.798,0.085,-0.085,0.0,1.0,-6.27,0.09,-0.09,0.0,1.0,2459904.889359,0.001278,-0.001278,0,1,3.4648951,6.9e-06,-6.9e-06,0,1,1.046,0.251,-0.251,0,1,1339.0,121.107,-121.107,0,1,9.72728,0.677133,-0.677133,0,1,374.648,,,,,1225.0,,,,,10.3978,0.009,-0.009,0,1,685.251,26.3785,-26.3785,0,1,8455.3,109.4,-109.4,0,1,3.95,0.08,-0.08,0,1,2.54,0.12,-0.12,0,1,2019-12-19 20:58:20,2023-06-27 16:02:02,NON_HABITABLE,0.12727199999999994,0.0,0.0,0,0,0,1.4962457202114923,5.928652534696112,1280.1134989354696,0
663,1560.01,1560,241076290,241076290.01,1,PC,01h56m07.89s,29.032856,,,+52d35m07.74s,52.585482,,,3.483,0.119,-0.119,0.0,1.0,-4.865,0.139,-0.139,0.0,1.0,2459882.378835,0.000387,-0.000387,0,1,0.2580006,8.7e-06,-8.7e-06,0,1,0.5351356,0.1135242,-0.1135242,0,1,812.7310325,42.260746,-42.260746,0,1,6.2776081,2.2770362,-2.2770362,0,1,238125.9359212,,,,,5634.0594403,,,,,10.1942,0.007,-0.007,0,1,560.222,22.793,-22.793,0,1,9035.0,204.2,-204.2,0,1,4.16,0.08,-0.08,0,1,2.08687,0.101281,-0.101281,0,1,2019-12-19 20:58:20,2023-02-24 10:10:01,NON_HABITABLE,0.47223919000000003,0.0,0.0,0,0,0,0.22952363522567082,12.380559154682864,1518.7356508599858,0
666,1563.01,1563,249945230,249945230.01,1,PC,02h35m14.45s,38.810203,,,+48d16m25.55s,48.273763,,,115.886,0.083,-0.083,0.0,1.0,-98.373,0.081,-0.081,0.0,1.0,2458805.455547,1e-05,-1e-05,0,1,1098.2258586,1.2e-06,-1.2e-06,0,1,6.121,0.008,-0.008,0,1,4496.0,109.653,-109.653,0,1,5.13949,0.420189,-0.420189,0,1,0.0125876,,,,,93.0,,,,,9.4397,0.006,-0.006,0,1,51.0409,0.10865,-0.10865,0,1,4582.0,131.0,-131.0,0,1,4.55,0.1,-0.1,0,1,0.74,0.06,-0.06,0,1,2019-12-19 20:58:20,2025-07-22 12:04:25,NON_HABITABLE,0.586051,0.90125876,0.6759999999999999,0,0,0,7.002361446118598,0.01250903477456451,734.5203831856913,1
668,1565.01,1565,251384275,251384275.01,1,PC,02h58m52.86s,44.720241,,,+58d44m06.88s,58.735245,,,-3.5,3.1,-3.1,0.0,1.0,-1.2,3.0,-3.0,0.0,1.0,2459907.730268,0.004471,-0.004471,0,1,1099.2560385,0.0063003,-0.0063003,0,1,5.661,0.447,-0.447,0,1,2970.0,1130.33,-1130.33,0,1,23.8658,0.6833645,-0.6833645,0,1,270.6876112,,,,,1098.47568215,,,,,9.2085,0.006,-0.006,0,1,328.658,4.2925,-4.2925,0,1,8494.0,128.2,-128.2,0,1,4.35,0.08130604999999999,-0.08130604999999999,0,1,2.18,0.06,-0.06,0,1,2019-12-19 20:58:20,2025-07-22 12:04:25,NON_HABITABLE,0.0,0.0,0.0,0,0,0,7.0032981939742545,5.604652918042693,524.6421966715781,1
673,157.01,157,140691463,140691463.01,1,CP,04h54m48.35s,73.70144,,,-76d40m50.18s,-76.680606,,,11.712,0.035,-0.035,0.0,1.0,-18.922,0.05,-0.05,0.0,1.0,2458543.338324,6.2e-05,-6.2e-05,0,1,2.0845434,3e-07,-3e-07,0,1,2.017038,0.0082005,-0.0082005,0,1,12504.825019,43.493595,-43.493595,0,1,13.4432705,0.7049504,-0.7049504,0,1,1085.4942586,,,,,1463.9513087,,,,,12.0166,0.006,-0.006,0,1,355.683,2.826,-2.826,0,1,5638.0,133.9,-133.9,0,1,4.35,0.08,-0.08,0,1,1.10646,0.0579346,-0.0579346,0,1,2018-09-05 18:34:59,2024-02-15 10:08:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.1264036399203285,6.990711515375113,6199.595059391514,0
691,1586.01,1586,445144327,445144327.01,1,PC,00h44m56.2s,11.234154,,,+58d42m43.41s,58.712058,,,1.262,0.042,-0.042,0.0,1.0,-4.767,0.042,-0.042,0.0,1.0,2458765.67889,0.01083,-0.01083,0,1,1.80794,0.00062,-0.00062,0,1,2.17,0.606,-0.606,0,1,540.0,3.4526,-3.4526,0,1,20.9267,0.6833645,-0.6833645,0,1,550.041,,,,,1349.0,,,,,10.4396,0.009,-0.009,0,1,800.464,19.244,-19.244,0,1,4628.0,122.0,-122.0,0,1,4.35,0.08130604999999999,-0.08130604999999999,0,1,8.61,0.06,-0.06,0,1,2019-12-19 20:58:21,2021-10-29 12:59:15,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.0324511184139085,6.311809216547955,248.84781159087024,0
693,1588.01,1588,50120414,50120414.01,1,PC,02h39m33.86s,39.891102,,,+62d25m59.9s,62.433306,,,-3.244,0.037,-0.037,0.0,1.0,-1.135,0.05,-0.05,0.0,1.0,2459932.266567,0.00175,-0.00175,0,1,3.581083,1e-05,-1e-05,0,1,3.454,0.54,-0.54,0,1,760.0,32.8629,-32.8629,0,1,17.1017,0.6833645,-0.6833645,0,1,6158.1,,,,,2467.0,,,,,8.951,0.023,-0.023,0,1,742.441,16.128,-16.128,0,1,9503.0,123.0,-123.0,0,1,4.35,0.08130604999999999,-0.08130604999999999,0,1,5.96,0.06,-0.06,0,1,2019-12-19 20:58:21,2024-11-20 12:02:56,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.5219354330552488,8.725685941957249,220.03467862342828,1
695,159.01,159,394657039,394657039.01,1,PC,03h27m07.74s,51.782268,,,-78d32m59.39s,-78.549831,,,11.616,0.057,-0.057,0.0,1.0,1.959,0.043,-0.043,0.0,1.0,2459382.232709,0.000428,-0.000428,0,1,3.7628372,3.2e-06,-3.2e-06,0,1,3.956,0.019,-0.019,0,1,11360.0,0.18932,-0.18932,0,1,17.3305867,0.7854587,-0.7854587,0,1,1797.8272074,,,,,1660.7594667,,,,,10.5132,0.006,-0.006,0,1,347.593,2.519,-2.519,0,1,6979.2,136.5,-136.5,0,1,4.22,0.09,-0.09,0,1,1.58746,0.0717136,-0.0717136,0,1,2018-09-05 18:52:24,2022-10-17 16:02:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.5608435410960009,7.494890180087926,2871.586736201533,0
704,1598.01,1598,67418624,67418624.01,1,PC,01h54m38.48s,28.660315,,,+37d00m18.15s,37.005042,,,-16.028,0.098,-0.098,0.0,1.0,-19.231,0.094,-0.094,0.0,1.0,2459908.034555,0.000807,-0.000807,0,1,1.1020719,2.6e-06,-2.6e-06,0,1,0.864,0.326,-0.326,0,1,580.0,54.9429,-54.9429,0,1,4.33066,0.301666,-0.301666,0,1,958.145,,,,,1549.0,,,,,8.6344,0.006,-0.006,0,1,143.239,1.33,-1.33,0,1,6011.0,194.8,-194.8,0,1,4.04,0.08,-0.08,0,1,1.73,0.08,-0.08,0,1,2019-12-19 20:58:21,2023-02-21 10:10:02,NON_HABITABLE,0.666934,0.0,0.0,0,0,0,0.7429234773883178,6.866042262619794,671.2955193338896,1
708,1601.01,1601,139375960,139375960.01,1,CP,02h33m26.78s,38.361569,,,+41d00m48.36s,41.013432,,,21.708,0.095,-0.095,0.0,1.0,-0.874,0.09,-0.09,0.0,1.0,2458793.27728,0.00127,-0.00127,0,1,5.33155,0.00052,-0.00052,0,1,6.191,0.15,-0.15,0,1,4220.0,0.467679,-0.467679,0,1,14.6101,0.793698,-0.793698,0,1,1071.42,,,,,1593.0,,,,,10.1035,0.007,-0.007,0,1,336.608,8.1935,-8.1935,0,1,5917.0,125.8,-125.8,0,1,3.78,0.08,-0.08,0,1,2.22,0.12,-0.12,0,1,2019-12-19 20:58:22,2022-01-12 12:02:22,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.8455450719001671,6.977673055945453,681.63452081497,0
712,1605.01,1605,101037590,101037590.01,1,CP,03h37m55.41s,54.48089,,,+33d04m47.63s,33.079897,,,-40.365,0.106,-0.106,0.0,1.0,8.767,0.062,-0.062,0.0,1.0,2459896.132645,0.000841,-0.000841,0,1,8.7094632,1.45e-05,-1.45e-05,0,1,3.027,0.693,-0.693,0,1,4510.0,7151.72,-7151.72,0,1,20.9625,5.3577,-5.3577,0,1,327.472,,,,,1185.0,,,,,9.62924,0.006,-0.006,0,1,159.748,1.5125,-1.5125,0,1,5597.0,146.5,-146.5,0,1,4.03,0.08,-0.08,0,1,1.59,0.08,-0.08,0,1,2019-12-19 20:58:22,2024-02-13 12:03:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,2.2731009975618783,5.794451598371025,1489.9235249674512,1
717,161.01,161,348770361,348770361.01,1,PC,03h06m44.77s,46.686553,,,-82d18m58.94s,-82.316371,,,14.9,2.9,-2.9,0.0,1.0,4.7,2.8,-2.8,0.0,1.0,2459388.787312,0.001154,-0.001154,0,1,2.7684331,5.5e-06,-5.5e-06,0,1,4.223,0.117,-0.117,0,1,3234.0971112,54.28633,-54.28633,0,1,4.61938,0.6833645,-0.6833645,0,1,1330.16,,,,,1098.47568215,,,,,11.4964,0.006,-0.006,0,1,333.651,4.2925,-4.2925,0,1,5388.0,128.2,-128.2,0,1,4.35,0.08130604999999999,-0.08130604999999999,0,1,0.98,0.06,-0.06,0,1,2018-09-05 18:34:59,2022-10-17 16:02:02,NON_HABITABLE,0.638062,0.0,0.0,0,0,0,1.3266592917224236,7.193806021538569,765.829113277501,0
718,1610.01,1610,219776325,219776325.01,1,PC,17h34m10.42s,263.543417,,,+61d07m17.3s,61.121472,,,3.627,0.041,-0.041,0.0,1.0,42.121,0.048,-0.048,0.0,1.0,2460556.667508,0.00193,-0.00193,0,1,2.5287981,4.1e-06,-4.1e-06,0,1,1.286,0.196,-0.196,0,1,387.0,19.3623,-19.3623,0,1,2.29951,0.130737,-0.130737,0,1,228.804,,,,,1083.0,,,,,10.3727,0.006,-0.006,0,1,191.957,0.7715,-0.7715,0,1,5740.2,119.6,-119.6,0,1,4.3,0.08,-0.08,0,1,1.19,0.06,-0.06,0,1,2019-12-19 20:58:22,2024-11-14 10:08:02,NON_HABITABLE,0.870049,0.0,0.0,0,0,0,1.2609573313817872,5.437226771703548,300.9328919650918,0
719,1611.01,1611,264678534,264678534.01,1,CP,21h40m48.39s,325.201645,,,+84d20m01.54s,84.333761,,,345.178,0.067,-0.067,0.0,1.0,63.044,0.07,-0.07,0.0,1.0,2460643.486453,0.000798,-0.000798,0,1,16.2016817,1.28e-05,-1.28e-05,0,1,2.792,0.416,-0.416,0,1,885.0,20.2232,-20.2232,0,1,2.38101,0.166184,-0.166184,0,1,28.0911,,,,,641.0,,,,,7.5825,0.006,-0.006,0,1,28.2938,0.0312,-0.0312,0,1,5071.0,141.3,-141.3,0,1,4.58,0.09,-0.09,0,1,0.78,0.05,-0.05,0,1,2019-12-19 20:58:22,2025-07-23 10:08:02,NON_HABITABLE,0.861899,0.0,0.22799999999999998,0,0,0,2.8450071522957283,3.3704322854738686,316.9769638334657,1
724,1616.01,1616,322054600,322054600.01,1,PC,21h35m28.84s,323.87017,,,+68d59m14.31s,68.987307,,,-2.787,0.058,-0.058,0.0,1.0,-13.286,0.049,-0.049,0.0,1.0,2460449.28819,0.001072,-0.001072,0,1,1.3433022,1.4e-06,-1.4e-06,0,1,0.662,0.088,-0.088,0,1,1052.0,64.1497,-64.1497,0,1,4.72169,0.266822,-0.266822,0,1,365.857,,,,,1218.0,,,,,10.4505,0.006,-0.006,0,1,304.408,2.3795,-2.3795,0,1,6713.0,189.7,-189.7,0,1,4.27,0.09,-0.09,0,1,1.45,0.06,-0.06,0,1,2019-12-19 20:58:22,2024-09-04 10:08:02,NON_HABITABLE,0.627831,0.0,0.0,0,0,0,0.8515611311487088,5.9049721263463635,1589.1214665838872,0
729,1620.01,1620,378291076,378291076.01,1,PC,23h52m51.27s,358.213636,,,+61d21m36.94s,61.36026,,,12.29,0.04,-0.04,0.0,1.0,-14.458,0.032,-0.032,0.0,1.0,2460422.2511,0.00544,-0.00544,0,1,1.5982014,8.1e-06,-8.1e-06,0,1,2.254,0.906,-0.906,0,1,296.0,27.5458,-27.5458,0,1,2.28827,0.190752,-0.190752,0,1,5992.53,,,,,2451.0,,,,,9.53523,0.006,-0.006,0,1,207.505,1.044,-1.044,0,1,6594.0,142.3,-142.3,0,1,4.23,0.09,-0.09,0,1,1.49,0.07,-0.07,0,1,2019-12-19 20:58:22,2024-11-15 16:02:02,NON_HABITABLE,0.871173,0.0,0.0,0,0,0,0.9548194364139281,8.698435833057168,131.32203579324053,1
730,1621.01,1621,387260717,387260717.01,1,PC,20h37m23.72s,309.348824,,,+70d57m14.72s,70.954088,,,10.531,0.071,-0.071,0.0,1.0,-20.418,0.067,-0.067,0.0,1.0,2459659.579362,0.035463,-0.035463,0,1,6.453624,0.0002925,-0.0002925,0,1,3.582,0.664,-0.664,0,1,200.0,0.995244,-0.995244,0,1,1.35756,0.123577,-0.123577,0,1,680.81,,,,,1423.0,,,,,9.97595,0.006,-0.006,0,1,161.088,0.778,-0.778,0,1,7257.0,418.7,-418.7,0,1,4.64,0.11,-0.11,0,1,1.02,0.04,-0.04,0,1,2019-12-19 20:58:22,2022-08-16 16:02:01,NON_HABITABLE,0.964244,0.0,0.0,0,1,0,2.0087003570694693,6.52475102665403,55.8347136139828,1
739,163.01,163,179317684,179317684.01,1,CP,05h19m04.38s,79.768253,,,-71d53m43.9s,-71.895527,,,7.14,0.067,-0.067,0.0,1.0,16.374,0.078,-0.078,0.0,1.0,2458544.670293,0.0001,-0.0001,0,1,4.2311173,6e-07,-6e-07,0,1,4.3531635,0.0134884,-0.0134884,0,1,7261.2759361,19.817411,-19.817411,0,1,14.6260711,0.6878666,-0.6878666,0,1,1489.1126253,,,,,1584.3518526,,,,,10.8719,0.006,-0.006,0,1,411.719,8.01,-8.01,0,1,6671.0,130.6,-130.6,0,1,4.14,0.09,-0.09,0,1,1.6640199,0.0781055,-0.0781055,0,1,2018-09-05 18:34:59,2024-02-15 10:08:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.6546248881477652,7.306606983532582,1668.045380802862,0
740,1630.01,1630,317597583,317597583.01,1,CP,23h28m04s,352.016676,,,+75d33m09.39s,75.552607,,,-5.247,0.048,-0.048,0.0,1.0,-34.379,0.039,-0.039,0.0,1.0,2460654.567185,0.001997,-0.001997,0,1,12.0557353,2.24e-05,-2.24e-05,0,1,1.959,0.409,-0.409,0,1,807.0,47.8582,-47.8582,0,1,2.39173,0.147246,-0.147246,0,1,19.3677,,,,,584.0,,,,,8.9943,0.006,-0.006,0,1,66.0929,0.12895,-0.12895,0,1,5504.0,129.9,-129.9,0,1,4.58,0.08,-0.08,0,1,0.83,0.04,-0.04,0,1,2020-01-14 19:46:38,2025-07-23 10:08:02,NON_HABITABLE,0.860827,0.0,0.34199999999999997,0,0,0,2.5692275238127955,3.0139503127199325,411.9446595484127,1
744,1634.01,1634,201186294,201186294.01,1,CP,03h45m33.75s,56.39061,,,+37d06m44.21s,37.11228,,,81.643,0.081,-0.081,0.0,1.0,13.486,0.058,-0.058,0.0,1.0,2458791.515001,0.001337,-0.001337,0,1,0.98933,0.0001055,-0.0001055,0,1,1.0357615,0.3979622,-0.3979622,0,1,1519.669587,132.89734,-132.89734,0,1,1.8303854,1.7299397,-1.7299397,0,1,122.2150262,,,,,848.0098579,,,,,11.0136,0.007,-0.007,0,1,35.2736,0.05265,-0.05265,0,1,3455.0,157.0,-157.0,0,1,4.76798,0.0065403,-0.0065403,0,1,0.465258,0.0136292,-0.0136292,0,1,2020-01-14 19:46:38,2021-10-29 12:59:15,NON_HABITABLE,0.91696146,0.0,0.0,0,1,0,0.6877978986287291,4.813931009571274,1467.1988868104418,0
748,1638.01,1638,312862941,312862941.01,1,PC,01h01m17.17s,15.321545,,,+55d41m52.84s,55.69801,,,-28.063,0.034,-0.034,0.0,1.0,14.603,0.038,-0.038,0.0,1.0,2459908.44105,0.000682,-0.000682,0,1,0.9150623,8.9e-06,-8.9e-06,0,1,0.6662728,0.0519039,-0.0519039,0,1,4304.9322224,324.28793,-324.28793,0,1,5.386904,0.3441965,-0.3441965,0,1,357.9484179,,,,,1109.3660254,,,,,12.1312,0.007,-0.007,0,1,126.283,0.4825,-0.4825,0,1,3810.0,157.0,-157.0,0,1,4.56875,0.0122909,-0.0122909,0,1,0.701237,0.0205528,-0.0205528,0,1,2020-01-14 19:46:38,2025-08-12 12:03:45,NON_HABITABLE,0.5613096,0.0,0.0,0,0,0,0.6497501547405102,5.883178695435122,6461.205922249981,0
751,1640.01,1640,396562848,396562848.01,1,CP,02h57m21.33s,44.338874,,,+76d33m05.06s,76.551405,,,691.036,0.051,-0.051,0.0,1.0,-399.685,0.052,-0.052,0.0,1.0,2459767.373106,0.001241,-0.001241,0,1,1.9495403,3.2e-06,-3.2e-06,0,1,0.8060618,0.0487166,-0.0487166,0,1,2089.2444115,86.66906,-86.66906,0,1,1.3929217,0.0707066,-0.0707066,0,1,23.3722044,,,,,560.7827791,,,,,11.0548,0.007,-0.007,0,1,18.2276,0.011,-0.011,0,1,3414.0,157.0,-157.0,0,1,4.97292,0.0116277,-0.0116277,0,1,0.260187,0.0078434,-0.0078434,0,1,2020-01-14 19:46:38,2024-01-31 12:03:06,NON_HABITABLE,0.96070783,0.0,0.3884344418000001,0,1,0,1.0816493277004187,3.1934433190243117,2591.9127039481286,0
752,1641.01,1641,422923265,422923265.01,1,PC,02h40m58.94s,40.245588,,,+42d52m16.49s,42.871248,,,2.118,0.25,-0.25,0.0,1.0,-6.461,0.238,-0.238,0.0,1.0,2459906.863602,0.000875,-0.000875,0,1,1.8646725,3.3e-06,-3.3e-06,0,1,1.028,0.456,-0.456,0,1,570.0,122.293,-122.293,0,1,12.8352,2.0753,-2.0753,0,1,3903.88,,,,,2202.0,,,,,9.616,0.007,-0.007,0,1,769.138,112.928,-112.928,0,1,9898.0,151.436,-151.436,0,1,3.77846,0.143563,-0.143563,0,1,3.4,0.52,-0.52,0,1,2020-01-14 19:46:38,2023-02-21 16:02:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.052454032987019,8.269982331968068,554.4741687994467,1
754,1643.01,1643,298647682,298647682.01,1,PC,18h09m03.42s,272.264241,,,+53d13m03.82s,53.217729,,,-50.733,0.051,-0.051,0.0,1.0,22.153,0.046,-0.046,0.0,1.0,2459815.953155,0.000857,-0.000857,0,1,20.0795217,1.47e-05,-1.47e-05,0,1,1.2186554,0.1081002,-0.1081002,0,1,1065.5355707,37.188328,-37.188328,0,1,2.7170462,0.5521061,-0.5521061,0,1,15.8594327,,,,,508.9693869,,,,,8.6628,0.006,-0.006,0,1,40.6988,0.03935,-0.03935,0,1,4763.0,130.968,-130.968,0,1,4.54306,0.0944384,-0.0944384,0,1,0.777584,0.0571432,-0.0571432,0,1,2020-01-24 23:03:08,2023-05-19 16:02:01,NON_HABITABLE,0.82829538,0.0,0.4920612261999999,0,0,0,3.0483020336624245,2.8249103043207806,874.3527467627464,1
759,1648.01,1648,376353509,376353509.01,1,PC,03h01m36.28s,45.401179,,,+69d13m47.73s,69.229924,,,16.325,0.036,-0.036,0.0,1.0,5.432,0.05,-0.05,0.0,1.0,2460467.880926,0.002017,-0.002017,0,1,7.3315684,1.4e-05,-1.4e-05,0,1,1.287,0.408,-0.408,0,1,893.0,98.6813,-98.6813,0,1,2.77433,0.240607,-0.240607,0,1,27.4026,,,,,637.0,,,,,9.5831,0.006,-0.006,0,1,69.835,0.1643,-0.1643,0,1,4871.6,52.4,-52.4,0,1,4.48,0.09,-0.09,0,1,0.84,0.06,-0.06,0,1,2020-01-29 22:18:55,2024-08-29 10:08:02,NON_HABITABLE,0.822567,0.0,0.236,0,0,0,2.120051721768998,3.346480690272554,693.8611547310376,1
