name,mission,habitability_class,pl_rade,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,stellar_type,hz_position,n_imputed
1001.01,tess,NON_HABITABLE,11.2154,4045.0,44464.5,1.9316462,0.03648563812236497,0.0,7070.0,2.01,1.7365653054888743,9.094199567533218,F,-1.2932683651434396,3
1007.01,tess,NON_HABITABLE,14.7752,1282.0,448.744,6.9989206,0.08834309907459373,0.0,6596.0,2.7,1.8777432376840313,12.432109495796942,F,-1.2754109896393264,3
101.01,tess,NON_HABITABLE,13.1874503,1525.9048089,1281.2408254,1.4303699,0.024126106956828212,0.0,5600.0,0.890774,0.9156836732711251,0.7030429911316707,G,-1.2702861185901273,3
1011.01,tess,NON_HABITABLE,1.44656,1364.0,575.597,2.4704981,0.03465028383345763,0.0,5413.7,0.94,0.9093515053393894,0.683796951449408,G,-1.2521910375688776,3
1012.01,tess,NON_HABITABLE,24.8132,5098.0,112144.0,0.884182,0.024634196437582134,0.0,8928.0,2.72,2.5510108818790354,42.34959337533861,A,-1.3047261411389983,3
1019.01,tess,NON_HABITABLE,24.2931408,1574.8381848,1453.6663847,5.2341008,0.06979106986535465,0.0,7645.0,1.56203,1.655372943849929,7.509022583485934,A,-1.2748411608062145,3
102.01,tess,NON_HABITABLE,15.4706,1408.0,653.252,4.4119378,0.05589437527709247,0.0,6280.0,1.21,1.196812196812197,2.051653549424798,F,-1.2561606943310786,3
1027.01,tess,NON_HABITABLE,2.87648,992.0,161.092,3.2834565,0.03667306044431975,0.0,4272.0,0.68,0.6103224959334251,0.13875144407820708,K,-1.1742512204722877,3
1027.02,tess,NON_HABITABLE,2.76586,548.0,15.0463,11.02875,0.08225150206861599,0.0,4272.0,0.68,0.6103224959334251,0.13875144407820708,K,-1.0056087138779752,3
1027.03,tess,NON_HABITABLE,2.52314,567.0,17.1793,5.0113292,0.04861402704240809,0.0,4272.0,0.68,0.6103224959334251,0.13875144407820708,K,-1.1300690486714178,3
103.01,tess,NON_HABITABLE,14.581841,1504.858953,1212.004376,3.547854,0.04970998278209794,0.0,6351.0,1.4,1.3019065385469737,2.8728915545771136,F,-1.2695220678307522,3
1032.01,tess,NON_HABITABLE,14.7738943,2385.8536488,7657.6621505,5.6643704,0.08716842760063066,0.0,10395.0,2.3383701,2.7539420404715136,57.5200405289239,B,-1.2941026149085,3
1035.01,tess,NON_HABITABLE,30.9493217,1583.9398898,1487.5644344,6.0744477,0.07637663481581641,0.0,5964.0,2.4303801,1.6108251905837676,6.732768012737257,G,-1.2693747721290725,3
1036.01,tess,NON_HABITABLE,5.98375,1294.0,466.528,3.7795212,0.04881121587106365,0.0,5771.0,1.18,1.0860898512598136,1.3914353165686206,G,-1.2529119182285746,3
104.01,tess,NON_HABITABLE,13.6237732,1755.0767383,2242.3605401,4.0872956,0.05799452115043872,0.0,6036.0,2.2186699,1.5576477583195534,5.886769318260991,F,-1.2769994893943006,3
1042.01,tess,NON_HABITABLE,10.1273702,5499.7476332,216218.1005011,0.758082,0.024022904792782386,0.0,9917.0,3.5086601,3.2182860287921695,107.27500897924241,A,-1.3067466675782855,3
1049.01,tess,NON_HABITABLE,16.808853,1654.404068,1770.4650539,2.1805277,0.035816404011286454,0.0,6599.0,1.2714601,1.2891491718355375,2.7619301809136627,F,-1.2802402598481566,3
